title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link
Jual Rumah Tipe Studio Furnished di Sleman Utara,Rp 199 Juta,1.0,1.0,1.0,: 30 m²,: 30 m²,"Rumah, Full Furnished, Dekat Sekolah, Dekat Tempat Ibadah",Rifany Cahyaning,Diperbarui 3 hari yang lalu oleh,"Pakem, Sleman",/properti/sleman/hos17938200/
Villa 2 Lantai Private Pool di Dekat Pusat Kota Jogja,Rp 360 Juta,2.0,1.0,1.0,: 32 m²,: 45 m²,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Rifany Cahyaning,Diperbarui 3 hari yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos17920053/
Rumah Dijual di Sleman Dengan Furnished Lengkap,Rp 241 Juta,1.0,1.0,1.0,: 25 m²,: 25 m²,"Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah",Rifany Cahyaning,Diperbarui 2 hari yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos17881917/
Villa Dekat Fakultas Kedokteran Universitas Gadjah Mada,Rp 205 Juta,1.0,1.0,1.0,: 20 m²,: 28 m²,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Rifany Cahyaning,Diperbarui 2 hari yang lalu oleh,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17965879/
Villa Eksklusif Murah Furnished Dekat Kampus Ugm,Rp 201 Juta,1.0,1.0,1.0,: 20 m²,: 28 m²,"Rumah, Full Furnished, Dekat Sekolah, Dekat Fasilitas Kesehatan",Rifany Cahyaning,Diperbarui 2 hari yang lalu oleh,"Depok, Sleman",/properti/sleman/hos17967503/
Jual Villa Di Pusat Kawasan Wisata Jogja,Rp 200 Juta,1.0,1.0,1.0,: 30 m²,: 30 m²,"Rumah, Dekat Sekolah, Dekat Tempat Ibadah, Dekat Landmark",Rifany Cahyaning,Diperbarui 2 hari yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos17977789/
"Rumah Siap Huni, Paling Murah Di Moyudan, Sleman",Rp 380 Juta,2.0,1.0,1.0,: 135 m²,: 50 m²,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",HAGI WASTU,Diperbarui 3 hari yang lalu oleh,"Moyudan, Sleman",/properti/sleman/hos18059181/
Rumah Cantik Modern 2 Lantai Dalam Perumahan Di Jalan Raya Tajem,"Rp 1,55 Miliar",3.0,2.0,2.0,: 110 m²,: 80 m²,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",HAGI WASTU,Diperbarui 3 hari yang lalu oleh,"Ngemplak, Sleman",/properti/sleman/hos17534294/
Rumah Baru Luas Harga All In Di Sleman Dekat Pasar Jangkang,Rp 810 Juta,3.0,2.0,2.0,: 124 m²,: 90 m²,"Rumah, Siap Huni, Bebas Banjir, Dekat Fasilitas Kesehatan",HAGI WASTU,Diperbarui 3 hari yang lalu oleh,"Ngemplak, Sleman",/properti/sleman/hos17130217/
Villa Mewwah 2 Lantai di Kawasan Wisata Kaliurang,Rp 548 Juta,2.0,1.0,1.0,: 59 m²,: 93 m²,"Rumah, Dekat Sekolah, Dekat Tempat Ibadah, Dekat Landmark",Rifany Cahyaning,Diperbarui 3 hari yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos18072722/
Perumahan ONE GATE sistem Nuansa Asri Pedesaan 10menit Kota JOGJA,Rp 575 Juta,2.0,1.0,1.0,: 87 m²,: 40 m²,Rumah,rumah jogja 24,Diperbarui 3 hari yang lalu oleh,"Piyungan, Bantul",/properti/bantul/hos17839173/
"Dijual villa strategis di Tengah Kota Yogyakarta, Lt 250m2","Rp 2,7 Miliar",2.0,2.0,2.0,: 250 m²,: 150 m²,"Rumah, Dekat Pusat Perbelanjaan",Dewi Setyarini,Diperbarui 3 hari yang lalu oleh,"Mantrijeron, Yogyakarta",/properti/yogyakarta/hos13599393/
Jual Rumah Mewah Bangunan Dan Furniture di Jl Kaliurang Km 8 Sleman Jogjakarta,"Rp 3,5 Miliar",3.0,3.0,2.0,: 352 m²,: 250 m²,"Rumah, Dekat Sekolah, Dekat Tempat Ibadah, Dekat Landmark",Cynthia Avianti Sugeng,Diperbarui 4 hari yang lalu oleh,"Sleman, Yogyakarta",/properti/yogyakarta/hos17604169/
"Jual Rumah 2 Lt di Potorono Bantul, Siap Huni, Murah",Rp 595 Juta,3.0,3.0,1.0,: 120 m²,: 150 m²,"Rumah, Siap Huni, Dekat Tempat Ibadah",Bella Viva,Diperbarui 4 hari yang lalu oleh,"Piyungan, Bantul",/properti/bantul/hos17957870/
Rumah Siap Huni di Jl Wates KM 10 Sedayu Bantul dekat Kampus UMBY,Rp 398 Juta,2.0,1.0,1.0,: 88 m²,: 50 m²,"Rumah, Siap Huni, Dekat Sekolah",Hamdan Nugroho,Diperbarui 4 hari yang lalu oleh,"Sedayu, Bantul",/properti/bantul/hos17842305/
Rumah di Sleman Ambarketawang Gamping One Gate System Serasa Villa,Rp 594 Juta,2.0,1.0,1.0,: 79 m²,: 40 m²,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Nano Jayantaka,Diperbarui 4 hari yang lalu oleh,"Sleman, Sleman",/properti/sleman/hos18079177/
Rumah dekat RS PDHI di Jl Solo KM 13 Berbah Sleman Proses Bangun,Rp 650 Juta,3.0,2.0,1.0,: 120 m²,: 65 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Hamdan Nugroho,Diperbarui 4 hari yang lalu oleh,"Berbah, Sleman",/properti/sleman/hos17714715/
"Dekat Tugu Jogja,ada Kolam Renang,dekat Pusat Kota Jogja","Rp 2,7 Miliar",3.0,3.0,1.0,: 180 m²,: 200 m²,"Rumah, Full Furnished",Epro Jogja,Diperbarui 4 hari yang lalu oleh,"Tegalrejo, Yogyakarta",/properti/yogyakarta/hos18063246/
Rumah Dalam Kota Luas 600 Dibawah Pasaran,"Rp 3,75 Miliar",2.0,2.0,4.0,: 585 m²,: 250 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Tempat Wisata",tri indarto,Diperbarui 4 hari yang lalu oleh,"Kraton, Yogyakarta",/properti/yogyakarta/hos15892534/
Rumah SHM Ready Siap Bangun Dekat Sd Model Maguwoharjo,Rp 720 Juta,3.0,1.0,2.0,: 120 m²,: 50 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Rida Property,Diperbarui 4 hari yang lalu oleh,"Sleman, Sleman",/properti/sleman/hos17918315/
"Rumah cantik di Tirtomartani, dengan Halaman Dan Taman Belakang Yang Luas.","Rp 1,2 Miliar",3.0,2.0,2.0,: 202 m²,: 150 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",A Caecilia Dwi Rahayuningsih LJ Hooker,Diperbarui 5 hari yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos14004702/
"Rumah di Jl Veteran Jogja Kota, Siap Huni, Murah","Rp 1,7 Miliar",3.0,2.0,1.0,: 232 m²,: 180 m²,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",VIVA INDCO,Diperbarui 5 hari yang lalu oleh,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos18042907/
Rumah 4 Kamar Siap Huni Kaliurang Wedomartani,"Rp 1,42 Miliar",4.0,2.0,1.0,: 99 m²,: 150 m²,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan",tri indarto,Diperbarui 5 hari yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos8087877/
Rumah Baru Sleman Purwomartani Depanya Sawah,"Rp 1,65 Miliar",4.0,3.0,2.0,: 137 m²,: 125 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Tempat Ibadah",tri indarto,Diperbarui 5 hari yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos14142325/
Rumah Murah Di Jogja Bisa Kpr Dp Minim Lokasi Dalam Cluster,Rp 260 Juta,2.0,1.0,2.0,: 71 m²,: 36 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Rizky Ariyanti,Diperbarui 5 hari yang lalu oleh,"Gamping, Sleman",/properti/sleman/hos17036295/
"RUMAH ETNIK, BAGUS, SEMI FURNISHED, HALAMAN LUAS DI PURWOMARTANI KALASAN","Rp 3,3 Miliar",3.0,1.0,2.0,: 550 m²,: 220 m²,"Rumah, Full Furnished, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan",A Caecilia Dwi Rahayuningsih LJ Hooker,Diperbarui 5 hari yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos3183587/
"Jual Rumah Dekat Kampus Uty, Ringroad Barat, Jogja","Rp 2,3 Miliar",3.0,3.0,1.0,: 102 m²,: 138 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Putria,Diperbarui 5 hari yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos17454574/
Rumah dekat Kampus UAD di Sumberagung Jetis Bantul Proses Bangun,Rp 500 Juta,3.0,1.0,1.0,: 107 m²,: 70 m²,"Rumah, Dekat Sekolah",Hamdan Nugroho,Diperbarui 5 hari yang lalu oleh,"Jetis, Bantul",/properti/bantul/hos17733133/
"Rumah di Jakal KM 14, Jogjakarta, Besar dan Halaman Luas",Rp 9 Miliar,4.0,3.0,4.0,: 2050 m²,: 750 m²,"Rumah, Siap Huni, Dekat Sekolah",Maily,Diperbarui 5 hari yang lalu oleh,"Sleman, Sleman",/properti/sleman/hos14939697/
"Hook ,dekat Pakuwon Mall,rs Jih,dekat Ugm & Uny",Rp 940 Juta,3.0,2.0,1.0,: 125 m²,: 115 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Epro Rumah Jogja,Diperbarui 5 hari yang lalu oleh,"Depok, Sleman",/properti/sleman/hos18063691/
"Rumah di Potorono Banguntapan Yogyakarta, Lt 100m2",Rp 950 Juta,3.0,2.0,1.0,: 100 m²,: 188 m²,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Dewi Setyarini,Diperbarui 6 hari yang lalu oleh,"Banguntapan, Bantul",/properti/bantul/hos16741376/
"Rumah Murah, 6 Menit Ke Rsud Prambanan, Sleman",Rp 480 Juta,2.0,1.0,1.0,: 97 m²,: 52 m²,Rumah,HAGI WASTU,Diperbarui 5 hari yang lalu oleh,"Prambanan, Sleman",/properti/sleman/hos17254236/
"Rumah Murah Cantik Di Jalan Godean Km 12, Sleman",Rp 450 Juta,2.0,1.0,1.0,: 82 m²,: 50 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Tempat Ibadah",HAGI WASTU,Diperbarui 6 hari yang lalu oleh,"Godean, Sleman",/properti/sleman/hos16906160/
"RUMAH MEWAH DIJUAL, FULL FURNISHED DI MAGUWOHARJO","Rp 2,75 Miliar",4.0,5.0,2.0,: 150 m²,: 190 m²,"Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah",HAGI WASTU,Diperbarui 6 hari yang lalu oleh,"Ngemplak, Sleman",/properti/sleman/hos17848410/
Rumah Murah Di Sewon Bantul Dekat Stadion Sultan Agung,Rp 495 Juta,2.0,1.0,1.0,: 87 m²,: 45 m²,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah",HAGI WASTU,Diperbarui 6 hari yang lalu oleh,"Sewon, Bantul",/properti/bantul/hos18035676/
Rumah Baru Mewah SHM KPR Sleman Yogyakarta,"Rp 1,22 Miliar",3.0,2.0,2.0,: 81 m²,: 120 m²,Rumah,Rifany Cahyaning,Diperbarui 6 hari yang lalu oleh,"Sleman, Sleman",/properti/sleman/hos17797578/
RUMAH MEWAH MODERN 2 LANTAI ISTIMEWA DENGAN JOGLO DAN TANAH LUAS DI MAGUWOHARJO DEPOK SLEMAN DEKAT BUDI MULIA TAJEM,"Rp 4,9 Miliar",5.0,5.0,2.0,: 751 m²,: 200 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",elin nur Merdiasari,Diperbarui 6 hari yang lalu oleh,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17935874/
Rumah Free Furnished 2 Lantai Dekat Instiper Jogja,Rp 361 Juta,2.0,1.0,1.0,: 32 m²,: 45 m²,"Rumah, Full Furnished, Dekat Sekolah, Dekat Fasilitas Kesehatan",Rifany Cahyaning,Diperbarui 6 hari yang lalu oleh,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17946325/
Rumah Private Pool View Gunung Merapi Yogyakarta,Rp 329 Juta,1.0,1.0,1.0,: 45 m²,: 45 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Rifany Cahyaning,Diperbarui 6 hari yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17736003/
Resort Tipe Studio di Kawasan Kuliner Jogja,Rp 199 Juta,1.0,1.0,1.0,: 30 m²,: 30 m²,"Rumah, Dekat Sekolah, Dekat Tempat Ibadah, Dekat Landmark",Rifany Cahyaning,Diperbarui 6 hari yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17967450/
Resort di Kawasan Wisata Jogja Free Furnished Khusus Bulan Ini,Rp 332 Juta,1.0,1.0,1.0,: 45 m²,: 45 m²,"Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah",Rifany Cahyaning,Diperbarui 6 hari yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17967352/
Hunian 2 Lantai di Dekat Kampus Ugm Yogyakarta,Rp 198 Juta,1.0,1.0,1.0,: 20 m²,: 28 m²,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Rifany Cahyaning,Diperbarui 6 hari yang lalu oleh,"Sleman, Sleman",/properti/sleman/hos17977880/
Villa Studio di Lengkapi Furnished di Sleman Utara Jogja,Rp 199 Juta,1.0,1.0,1.0,: 30 m²,: 30 m²,"Rumah, Full Furnished, Dekat Sekolah, Dekat Tempat Ibadah",Rifany Cahyaning,Diperbarui 6 hari yang lalu oleh,"Kaliurang, Yogyakarta",/properti/yogyakarta/hos17997708/
Villa Murah Furnished di Pusat Kota Jogja,Rp 360 Juta,2.0,1.0,1.0,: 32 m²,: 45 m²,"Rumah, Full Furnished, Dekat Sekolah, Dekat Fasilitas Kesehatan",Rifany Cahyaning,Diperbarui 6 hari yang lalu oleh,"Condong Catur, Sleman",/properti/sleman/hos18042379/
Townhouse Rumah Dijual Di Komplek Perumahan Dekat Jogja City Mall,"Rp 2,45 Miliar",3.0,3.0,2.0,: 110 m²,: 95 m²,"Rumah, Dekat Pusat Perbelanjaan",Victor Viva,Diperbarui 6 hari yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos17474556/
Rumah Siap Huni Mewah Dekat Kampus Umy di Tamantirta Kasihan Bantul,Rp 650 Juta,2.0,1.0,1.0,: 97 m²,: 65 m²,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",Hamdan Nugroho,Diperbarui 6 hari yang lalu oleh,"Kasihan, Bantul",/properti/bantul/hos17235943/
Rumah Dekat Rumah Sakit Uii di Pandak Bantul Proses Bangun,Rp 425 Juta,3.0,2.0,1.0,: 100 m²,: 60 m²,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Hamdan Nugroho,Diperbarui 6 hari yang lalu oleh,"Pandak, Bantul",/properti/bantul/hos17391022/
Rumah Mewah Klasik Dekat Kampus Umy di Sribitan Bangunjiwo Siap Huni,Rp 596 Juta,3.0,2.0,2.0,: 77 m²,: 72 m²,"Rumah, Siap Huni, Dekat Sekolah",hamdan nugroho,Diperbarui 6 hari yang lalu oleh,"Kasihan, Bantul",/properti/bantul/hos17461785/
Rumah Baru di Wates Kabupaten Kulon Progo,Rp 480 Juta,2.0,1.0,1.0,: 70 m²,: 50 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah",farida dwi astuti,Diperbarui 6 hari yang lalu oleh,"Wates, Kulon Progo",/properti/kulon-progo/hos16239278/
Rumah Murah Sleman Moyudan 350jtan SHM lengkap,Rp 350 Juta,2.0,1.0,1.0,: 103 m²,: 50 m²,"Rumah, Siap Huni, Dekat Tempat Ibadah",rumah jogja 24,Diperbarui 6 hari yang lalu oleh,"Moyudan, Sleman",/properti/sleman/hos16757051/
Rumah Villa Nyaman Di Jl. Kasongan- Bangunjiwo Shm Baru,"Rp 6,5 Miliar",5.0,5.0,5.0,: 717 m²,: 500 m²,"Rumah, Full Furnished, Dekat Pusat Perbelanjaan",info rumah jogja kita,Diperbarui 6 hari yang lalu oleh,"Kasihan, Bantul",/properti/bantul/hos18023699/
"Rumah Cantik Proses Finishing, Dekat Kampus Uii Yogyakarta",Rp 725 Juta,3.0,2.0,2.0,: 104 m²,: 70 m²,"Rumah, Dekat Sekolah, Dekat Tempat Ibadah, Dekat Landmark",Maria,Diperbarui 6 hari yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17955792/
Rumah Dalam Perumahan Glagah Tamanan Jl Imogiri Timur,Rp 420 Juta,2.0,1.0,1.0,: 59 m²,: 40 m²,"Rumah, Dekat Sekolah",elin nur Merdiasari,Diperbarui 1 minggu yang lalu oleh,"Banguntapan, Bantul",/properti/bantul/hos18023294/
"Rumah Mewah Dalam Perumahan Bale Hinggil Jl. Kaliurang Km8, Sleman Jogja","Rp 7,65 Miliar",5.0,4.0,2.0,: 400 m²,: 440 m²,"Rumah, Dekat Landmark",Yetti indiawati,Diperbarui 1 minggu yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos11344364/
"Rumah Murah 2 Lt di Maguwo Dekat Stadion, Siap Huni","Rp 1,3 Miliar",3.0,3.0,1.0,: 116 m²,: 130 m²,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Bella Viva,Diperbarui 1 minggu yang lalu oleh,"Ngemplak, Sleman",/properti/sleman/hos17568598/
Jual Rumah On Progress di Timur Lapangan Sendangadi Sleman,"Rp 2,3 Miliar",4.0,3.0,1.0,: 190 m²,: 240 m²,Rumah,Bella Viva,Diperbarui 1 minggu yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos17620347/
"Cluster Rumah Furnish, Siap Bawa Koper Dekat Umy Jogja","Rp 1,45 Miliar",4.0,2.0,1.0,: 138 m²,: 150 m²,"Rumah, Full Furnished, Siap Huni, Dekat Sekolah",Bella Viva,Diperbarui 1 minggu yang lalu oleh,"Sleman, Yogyakarta",/properti/yogyakarta/hos17471738/
Rumah Baru Bisa Kpr di Maguwoharjo Dekat Upn Jogja,Rp 990 Juta,3.0,3.0,1.0,: 103 m²,: 100 m²,"Rumah, Siap Huni",Bella Viva,Diperbarui 1 minggu yang lalu oleh,"Depok, Sleman",/properti/sleman/hos17989164/
Rumah 2 Lantai di Jalan Candi Sambisari Purwomartani SHM Baru,"Rp 1,2 Miliar",3.0,3.0,2.0,: 80 m²,: 100 m²,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",farida dwi astuti,Diperbarui 1 minggu yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos17326905/
Rumah 2 Lantai Baru di Purwomartani Kalasan Dekat RS Hermina,"Rp 1,48 Miliar",3.0,3.0,2.0,: 84 m²,: 117 m²,"Rumah, Dekat Fasilitas Kesehatan",farida dwi astuti,Diperbarui 1 minggu yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos17611478/
Rumah Baru di JL Palagan Km 10 Dekat Sleman City Hall,"Rp 1,45 Miliar",3.0,3.0,1.0,: 109 m²,: 115 m²,"Rumah, Dekat Sekolah",Muhlisin panoramicland,Diperbarui 1 minggu yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos17751277/
Istimewa istimewa istimewa rumah Mewah 2 Lantai Modern Japanese Style Serasa Tinggal Di Jepang Lokasi Timur Kampus Upn Maguwo 2 Unit Kembar Siap Huni ,"Rp 1,5 Miliar",4.0,3.0,1.0,: 118 m²,: 160 m²,"Rumah, Siap Huni, Dekat Sekolah",Muhlisin panoramicland,Diperbarui 1 minggu yang lalu oleh,"Depok, Sleman",/properti/sleman/hos16654942/
"Dijual Rumah 1 Lantai, Cluster, Strategis , Dekat Jogja Bay Yogyakarta",Rp 990 Juta,3.0,2.0,1.0,: 116 m²,: 116 m²,Rumah,Maria,Diperbarui 1 minggu yang lalu oleh,"Ngemplak, Sleman",/properti/sleman/hos17724509/
Dijual Cepat Rumah 2 Lantai di Utara Bandara Adisutjipto,"Rp 1,45 Miliar",3.0,3.0,1.0,: 110 m²,: 129 m²,"Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan, Dekat Tempat Ibadah",Arif Faiza,Diperbarui 1 minggu yang lalu oleh,"Gondomanan, Yogyakarta",/properti/yogyakarta/hos18042162/
Rumah Siap Huni Dekat Rs Respira Bantul Kota di Jl Samas Pandak Bantul,Rp 365 Juta,2.0,1.0,1.0,: 81 m²,: 45 m²,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah",Hamdan Nugroho,Diperbarui 1 minggu yang lalu oleh,"Pandak, Bantul",/properti/bantul/hos11728623/
"Rumah Classic Jalan Luas Dan Langka Di Kota Baru, Yogyakarta",Rp 13 Miliar,3.0,3.0,6.0,: 523 m²,: 300 m²,"Rumah, Dekat Fasilitas Kesehatan",Rianto Jaya,Diperbarui 2 minggu yang lalu oleh,"Kota Baru, Yogyakarta",/properti/yogyakarta/hos17959365/
Rumah Mewah Limasan Harga Murah Dalam Komplek Perumahan Puri Ismail Di Wirokerten Dekat Sma N 2 Banguntapan Dan Giwangan,Rp 685 Juta,3.0,2.0,2.0,: 95 m²,: 65 m²,"Rumah, Dekat Sekolah",Ayanti Sahabat Properti Jogja,Diperbarui 2 jam yang lalu oleh,"Banguntapan, Bantul",/properti/bantul/hos18110345/
Rumah 2 Lantai 400 Meter Dari Jl. Magelang Di Mlati,"Rp 1,98 Miliar",3.0,3.0,1.0,: 121 m²,: 100 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Lisa Wastu,Diperbarui 6 hari yang lalu oleh,"Sleman, Yogyakarta",/properti/yogyakarta/hos18058255/
Rumah Japanis Siap Huni Di Pugeran Dalam Ringroad Maguwoharjo Depok Sleman,"Rp 1,5 Miliar",4.0,3.0,2.0,: 11800 m²,: 12000 m²,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah",ikhsan,Diperbarui 6 hari yang lalu oleh,"Depok, Sleman",/properti/sleman/hos18058015/
Jual Rumah Mewah Purwomartani Kolam Renang Full Furnished,"Rp 3,95 Miliar",6.0,3.0,2.0,: 296 m²,: 288 m²,"Rumah, Full Furnished, Siap Huni, Dekat Akses Transportasi",Andrew Jogja Property,Diperbarui 6 hari yang lalu oleh,"Purwomartani , Sleman",/properti/sleman/hos18057894/
Hunian Murah Harga 400JTAN Di Bantul Jogja,Rp 410 Juta,2.0,1.0,1.0,: 80 m²,: 42 m²,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Lisa Wastu,Diperbarui 6 hari yang lalu oleh,"Bantul, Bantul",/properti/bantul/hos18057720/
Rumah Mewah Type Modern Promo Turun Harga Di Kawasan Sleman,"Rp 1,5 Miliar",4.0,3.0,1.0,: 118 m²,: 165 m²,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Hakim Wastu,Diperbarui 6 hari yang lalu oleh,"Depok, Sleman",/properti/sleman/hos18057643/
Rumah Siap Bangun Harga Murah Dekat Kampus Uii Jakal,Rp 575 Juta,2.0,1.0,1.0,: 96 m²,: 50 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Tempat Wisata",Andy Wastu,Diperbarui 6 hari yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos18057377/
Dapatkan Rumah Baru Harga 380JT Di Area Moyudan Sleman,Rp 380 Juta,2.0,1.0,1.0,: 135 m²,: 50 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Tempat Ibadah",Andy Wastu,Diperbarui 6 hari yang lalu oleh,"Moyudan, Sleman",/properti/sleman/hos18057214/
"Bu! Turun Harga! Rumah Bagus Di Jl. Palagan Km 7 Dekat Hyatt, Kampus Ugm",Rp 975 Juta,3.0,1.0,2.0,: 213 m²,: 80 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Nayaka,Diperbarui 1 minggu yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos18056911/
Jual Rumah Di Mlati Sleman,"Rp 1,8 Miliar",5.0,4.0,1.0,: 208 m²,: 400 m²,"Rumah, Full Furnished",Andyanto kurniawan,Diperbarui 1 minggu yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos18056832/
Rumah Luas Strategis Dekat Akses Publik Dan Kampus Di Yogyakarta,"Rp 8,9 Miliar",7.0,3.0,5.0,: 890 m²,: 370 m²,"Rumah, Dekat Sekolah",Arif Nugroho,Diperbarui 1 minggu yang lalu oleh,"Condong Catur, Sleman",/properti/sleman/hos18056672/
Rumah Dalam Perumahan Dalam Ringroad Yogyakarta,Rp 2 Miliar,2.0,1.0,1.0,: 200 m²,: 100 m²,"Rumah, Dekat Sekolah",Lady Raywhite,Diperbarui 1 minggu yang lalu oleh,"Godean, Sleman",/properti/sleman/hos18056593/
Rumah 300 Jutaan Gaya Jepang di Kulon Progo,Rp 305 Juta,2.0,1.0,1.0,: 70 m²,: 36 m²,Rumah,DKirana Maison,Diperbarui 1 minggu yang lalu oleh,"Pengasih, Kulon Progo",/properti/kulon-progo/hos18056316/
Dijual Rumah Siap Huni Bangunan Baru Sudah SHM,Rp 495 Juta,2.0,1.0,1.0,: 84 m²,: 45 m²,"Rumah, Siap Huni, Dekat Sekolah",Mey Wastu,Diperbarui 6 hari yang lalu oleh,"Sedayu, Bantul",/properti/bantul/hos18056246/
Jual Rumah & Kos Di Golo Yogyakarta,"Rp 1,95 Miliar",6.0,5.0,4.0,: 303 m²,: 200 m²,"Rumah, Dekat Sekolah",Andyanto kurniawan,Diperbarui 6 hari yang lalu oleh,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos18056059/
Rumah Modern Strategis Dekat Exit Tol Maguwoharjo Sleman,Rp 840 Juta,3.0,2.0,1.0,: 130 m²,: 75 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Tempat Wisata",Riski Wastu,Diperbarui 1 minggu yang lalu oleh,"Ngemplak, Sleman",/properti/sleman/hos18055524/
Rumah di Jogja 200 M Dari Jalan Wates SHM + Imb,Rp 341 Juta,2.0,1.0,1.0,: 71 m²,: 36 m²,Rumah,DKirana Maison,Diperbarui 1 minggu yang lalu oleh,"Sentolo, Kulon Progo",/properti/kulon-progo/hos18055342/
Rumah 2 Lantai Jogja Dekat Citragrand Gamping Include Private Pool,Rp 538 Juta,2.0,1.0,1.0,: 137 m²,: 36 m²,Rumah,DKirana Maison,Diperbarui 1 minggu yang lalu oleh,"Sentolo, Kulon Progo",/properti/kulon-progo/hos18055337/
Rumah Ideal Murah di Banguntapan Dekat Ringroad Giwangan SHM Kpr,Rp 490 Juta,2.0,1.0,1.0,: 72 m²,: 43 m²,"Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan",Andri KIMahouse,Diperbarui 1 minggu yang lalu oleh,"Kotagede, Yogyakarta",/properti/yogyakarta/hos18055289/
