title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link
Rumah Siap Huni 3 Kamar di Sleman dekat Jogja Bay Waterpark,"Rp 1,05 Miliar",3.0,2.0,1.0,: 132 m²,: 90 m²,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Siska Core,Diperbarui 1 bulan yang lalu oleh,"Ngemplak, Sleman",/properti/sleman/hos17791713/
"Rumah Dekat Kampus UGM, Jakal Km.6, Ringroad Utara, Yogyakarta","Rp 2,3 Miliar",4.0,2.0,1.0,: 142 m²,: 148 m²,"Rumah, Dekat Sekolah, Dekat Landmark",Putria,Diperbarui 1 bulan yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos17635913/
"DIJUAL RUMAH FULL FURNISHED DI NGAGLIK DEKAT KAMPUS UGM, SLEMAN","Rp 2,35 Miliar",4.0,4.0,2.0,: 123 m²,: 145 m²,"Rumah, Full Furnished, Siap Huni, Dekat Pusat Perbelanjaan",Ruth Wastu,Diperbarui 1 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17796032/
Hunian Private Pool Bonus Kanopi Cor Dekat Exit Tol Bokoharjo Jl Jogja Solo,"Rp 1,34 Miliar",3.0,2.0,2.0,: 103 m²,: 100 m²,"Rumah, Dekat Akses Transportasi, Dekat Tempat Wisata",Mia,Diperbarui 1 bulan yang lalu oleh,"Berbah, Sleman",/properti/sleman/hos17795413/
RUMAH MURAH 2 LANTAI 8 MENIT KE KAMPUS UII JOGJA,"Rp 1,41 Miliar",3.0,2.0,2.0,: 110 m²,: 90 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",HAGI WASTU,Diperbarui 1 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17795114/
"Dijual Rumah di Kadisoka Kalasan, Halaman Luas, Siap Huni","Rp 1,35 Miliar",4.0,2.0,1.0,: 207 m²,: 160 m²,"Rumah, Siap Huni, Dekat Tempat Ibadah",Victor Viva,Diperbarui 1 bulan yang lalu oleh,"Purwomartani, Yogyakarta",/properti/yogyakarta/hos17795090/
Rumah Mewah 2 Lantai Dengan Private Pool di Sleman Dekat SCH,"Rp 3,21 Miliar",5.0,4.0,2.0,: 158 m²,: 180 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Lina Core,Diperbarui 1 bulan yang lalu oleh,"Sleman, Sleman",/properti/sleman/hos17794529/
Rumah 2 Lantai Jogja Akses Lebar Jalan Aspal Di Jalan Wates Km 8,"Rp 2,7 Miliar",4.0,3.0,1.0,: 213 m²,: 135 m²,"Rumah, Dekat Sekolah",yulia mustika,Diperbarui 1 bulan yang lalu oleh,"Gamping, Sleman",/properti/sleman/hos17794878/
Rumah Siap Huni Minimalis Modern Di Bangunjiwo Kasihan Bantul,Rp 625 Juta,3.0,2.0,1.0,: 104 m²,: 70 m²,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Alfiansyah Denny Purwono,Diperbarui 2 minggu yang lalu oleh,"Kasihan, Bantul",/properti/bantul/hos17794638/
Rumah Mewah Siap Huni Strategis Di Jl Palagan Km 7 Ngaglik Sleman,"Rp 1,2 Miliar",3.0,3.0,1.0,: 100 m²,: 160 m²,"Rumah, Full Furnished, Siap Huni, Dekat Pusat Perbelanjaan",Alfiansyah Denny Purwono,Diperbarui 2 minggu yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17794510/
"RUMAH BARU, TANAH LUAS, 9 MENIT KE KAMPUS UPN DI MAGUWOHARJO","Rp 1,05 Miliar",3.0,2.0,1.0,: 144 m²,: 90 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Andy Wastu,Diperbarui 1 bulan yang lalu oleh,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17793867/
"RUMAH SUBSIDI MURAH, HARGA 100 JUTAAN DEKAT KAMPUS MERCUBUANA",Rp 170 Juta,2.0,1.0,1.0,: 60 m²,: 30 m²,"Rumah, Subsidi, Siap Huni, Dekat Sekolah",Missa Wastu,Diperbarui 1 bulan yang lalu oleh,"Pajangan, Bantul",/properti/bantul/hos17793693/
Dijual Rumah Murah Siap Huni dua Lantai di Wiyoro Baturetno Banguntapan,Rp 875 Juta,5.0,3.0,3.0,: 101 m²,: 190 m²,"Rumah, Siap Huni, Dekat Sekolah, Dekat Tempat Ibadah",Faruq Akbar,Diperbarui 1 bulan yang lalu oleh,"Banguntapan, Bantul",/properti/bantul/hos17793169/
Ada Rooftop Hunian Nyaman Dekat Sekolah Budi Mulia Jalan Tajem,Rp 2 Miliar,4.0,4.0,2.0,: 130 m²,: 190 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Tempat Wisata",Novika Novie,Diperbarui 1 bulan yang lalu oleh,"Ngemplak, Sleman",/properti/sleman/hos17793148/
RUMAH BARU PELANGI MINIMALIS 2 LANTAI - HARGA MURAH VIEW SAWAH DI POTORONO BANGUNTAPAN BANTUL,Rp 900 Juta,3.0,3.0,1.0,: 110 m²,: 95 m²,"Rumah, Dekat Sekolah",Muhlisin panoramicland,Diperbarui 1 bulan yang lalu oleh,"Banguntapan, Bantul",/properti/bantul/hos17584446/
Rumah Baru Dalam Cluster di Tegah Kota Jalan Godean Km 2 Dekat Mirota Godean di Jaln godean Rumah 2 Lantai SHM Baru,"Rp 2,5 Miliar",4.0,4.0,2.0,: 150 m²,: 180 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Muhlisin panoramicland,Diperbarui 3 minggu yang lalu oleh,"Godean, Sleman",/properti/sleman/hos14645255/
"Rumah Murah Belakang Kampus Umy, Kasihan, Bantul, Yogyakarta",Rp 950 Juta,3.0,2.0,1.0,: 150 m²,: 90 m²,"Rumah, Dekat Sekolah",Adha Maulana,Diperbarui 1 bulan yang lalu oleh,"Kasihan, Bantul",/properti/bantul/hos16956656/
Rumah Murah Sleman + Taman Bermain Scandinavian Ambarketawang Gamping,Rp 400 Juta,2.0,1.0,1.0,: 81 m²,: 40 m²,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Dedi Jayantaka,Diperbarui 1 bulan yang lalu oleh,"Gamping, Sleman",/properti/sleman/hos17640495/
Jual Rumah di Sinduadi Jalan Jambon,Rp 875 Juta,3.0,2.0,1.0,: 118 m²,: 85 m²,Rumah,Andyanto kurniawan,Diperbarui 1 bulan yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos17792383/
RUMAH 2 LANTAI MURAH HARGA MIRING DEPAN HOTEL HYATT JL PALAGAN,"Rp 1,25 Miliar",3.0,3.0,1.0,: 100 m²,: 160 m²,"Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah",Rumah Jogja Jogja,Diperbarui 1 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17791944/
Rumah Siap Huni Lokasi Di Prambanan Sleman,Rp 550 Juta,2.0,1.0,1.0,: 110 m²,: 70 m²,"Rumah, Siap Huni",Jay Zaenudin,Diperbarui 1 bulan yang lalu oleh,"Prambanan, Sleman",/properti/sleman/hos17791914/
Dijual rumah baru dekat ugm bakal km 7 Sleman Jogja,"Rp 1,89 Miliar",4.0,4.0,2.0,: 122 m²,: 130 m²,"Rumah, Dekat Sekolah, Dekat Landmark",Sulis bayu jati,Diperbarui 1 bulan yang lalu oleh,"Depok, Sleman",/properti/sleman/hos17791848/
Investasi Kost Eksklusif Dijual Di Tegalrejo Kota Jogja Dekat Kampus Ugm,"Rp 2,7 Miliar",8.0,9.0,2.0,: 97 m²,: 185 m²,"Rumah, Dekat Sekolah",Dwi Zahra JR,Diperbarui 1 minggu yang lalu oleh,"Tegalrejo, Yogyakarta",/properti/yogyakarta/hos17791616/
"Rumah Minimalias Modern Dekat UGM, UII & sekolah Al Azhar *TIPE LIVIAl","Rp 2,93 Miliar",4.0,2.0,1.0,: 118 m²,: 130 m²,"Rumah, Dekat Sekolah",Muhlisin panoramicland,Diperbarui 1 bulan yang lalu oleh,"Depok, Sleman",/properti/sleman/hos17718826/
Rumah Mewah Baru Siap Bangun Dalam Perumahan di JL Palagan Km 10 Dekat Pasar Rejodani,"Rp 2,75 Miliar",4.0,4.0,2.0,: 200 m²,: 180 m²,"Rumah, Dekat Sekolah",Muhlisin panoramicland,Diperbarui 1 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17789177/
Rumah Mewah dengan Kolam Renang Pribadi di Gamping Sleman,"Rp 4,85 Miliar",4.0,5.0,1.0,: 222 m²,: 280 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Eni Soewarno,Diperbarui 1 bulan yang lalu oleh,"Gamping, Sleman",/properti/sleman/hos17789213/
Rumah Baru Dalam Perumahan di Maguwoharjo Dekat UPN dan AMIKOM,"Rp 2,64 Miliar",4.0,3.0,1.0,: 120 m²,: 168 m²,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",Muhlisin panoramicland,Diperbarui 1 bulan yang lalu oleh,"Depok, Sleman",/properti/sleman/hos17727944/
Rumah Siap Huni Di Tirtomartani Kalasan Sleman Dekat Kantor Lpmp,Rp 575 Juta,3.0,2.0,1.0,: 101 m²,: 80 m²,"Rumah, Siap Huni, Dekat Fasilitas Kesehatan",Dyah Okta,Diperbarui 2 minggu yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos17739797/
Eksklusive Rumah Bagus Terawat Utara Transmart,Rp 1 Miliar,4.0,2.0,1.0,: 160 m²,: 150 m²,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan",Yakob property GT,Diperbarui 1 minggu yang lalu oleh,"Depok, Sleman",/properti/sleman/hos17334402/
Rumah Baru Desain Cantik Fungsional Di Jalan Kaliurang KM 7 Dekat UGM,"Rp 1,89 Miliar",4.0,3.0,2.0,: 122 m²,: 130 m²,"Rumah, Siap Huni, Dekat Sekolah, Dekat Landmark",Irmasari,Diperbarui 1 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17738599/
"Rumah Jln Kaliurang Km 10 Timur Pasar Gentan Jogja.Full Furnished Murah Kpr!!, Sleman",Rp 795 Juta,2.0,1.0,1.0,: 90 m²,: 47 m²,"Rumah, Full Furnished, Siap Huni, Dekat Pusat Perbelanjaan",Reza erlinda,Diperbarui 1 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17736857/
Rumah 2 Lantai Cocok Untuk Guesthouse Lokasi Nyaman di Kasihan,"Rp 2,5 Miliar",3.0,3.0,1.0,: 352 m²,: 168 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Lina Core,Diperbarui 1 bulan yang lalu oleh,"Kasihan, Bantul",/properti/bantul/hos17736828/
Rumah Cocok Untuk Anda Yang Menyukai Ketenangan Di Jogja,Rp 930 Juta,4.0,5.0,1.0,: 211 m²,: 180 m²,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Landmark",Rifaza Core,Diperbarui 1 bulan yang lalu oleh,"Pakem, Sleman",/properti/sleman/hos17736836/
Rumah Mewah 2 Lantai Di Jual Di Sleman Yoyakarta,"Rp 2,95 Miliar",4.0,3.0,2.0,: 180 m²,: 165 m²,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Dewantari Wuri Astuti,Diperbarui 1 bulan yang lalu oleh,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17736681/
Jual Rumah di Seturan Dekat UPN Yogyakarta,"Rp 3,5 Miliar",8.0,4.0,1.0,: 221 m²,: 405 m²,"Rumah, Full Furnished, Dekat Sekolah",Andyanto kurniawan,Diperbarui 1 bulan yang lalu oleh,"Depok, Sleman",/properti/sleman/hos17736267/
7 RUMAH DI GODEAN SLEMAN JOGJA MODEL SKANDINAVIAN,Rp 505 Juta,3.0,1.0,1.0,: 94 m²,: 60 m²,Rumah,Nurul,Diperbarui 1 bulan yang lalu oleh,"Seyegan, Sleman",/properti/sleman/hos17735922/
RUMAH MEWAH SIAP HUNI DEKAT KAMPUS UII FULL FURNISH,Rp 795 Juta,2.0,1.0,1.0,: 90 m²,: 47 m²,"Rumah, Full Furnished, Siap Huni, Dekat Pusat Perbelanjaan",Salva Wastu,Diperbarui 1 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17735728/
Rumah Mewah Siap Huni Dekat Fasilitas Pendidikan di Kalasan Jogja,Rp 835 Juta,3.0,1.0,1.0,: 124 m²,: 73 m²,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Tempat Ibadah",Rizal Heiwa Property,Diperbarui 1 bulan yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos17733554/
Rumah Murah Baru di Jogja dengan Konsep Jepang Harga 300 Juta,Rp 300 Juta,2.0,1.0,1.0,: 71 m²,: 36 m²,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Fasilitas Kesehatan",DKirana Maison,Diperbarui 1 bulan yang lalu oleh,"Sentolo, Kulon Progo",/properti/kulon-progo/hos17733066/
Perumahan di Jakal Km 12 Yogyakarta dekat Kampus UII dan UGM,"Rp 1,63 Miliar",5.0,3.0,2.0,: 100 m²,: 64 m²,"Rumah, Dekat Sekolah",Satya Angga,Diperbarui 1 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17732360/
Rumah Baru di Bangunjiwo Siap Huni,Rp 650 Juta,2.0,1.0,1.0,: 96 m²,: 42 m²,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Permata Bangunjiwo Regency,Diperbarui 1 bulan yang lalu oleh,"Kasihan, Bantul",/properti/bantul/hos17732246/
Perumahan di Yogyakarta dekat kampus UII dan UGM,Rp 850 Juta,3.0,2.0,2.0,: 100 m²,: 75 m²,"Rumah, Dekat Sekolah",Satya Angga,Diperbarui 1 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17732091/
"Dijual Rumah Beserta Seluruh Perabotnya. Berlokasi di Ganjuran, Bantul Rumah Bersih, Terawat, Model Tropical Garden.","Rp 2,5 Miliar",3.0,3.0,1.0,: 854 m²,: 400 m²,"Rumah, Dekat Akses Transportasi, Dekat Tempat Wisata, Dekat Tempat Ibadah",PC LJ Hooker,Diperbarui 1 bulan yang lalu oleh,"Bambanglipuro, Bantul",/properti/bantul/hos16722132/
Dijual Rumah Menarik Dalam Kota Yogyakarta Dekat Banyak Fasum,"Rp 1,3 Miliar",4.0,2.0,1.0,: 250 m²,: 156 m²,Rumah,Brigitta Yulia,Diperbarui 1 bulan yang lalu oleh,"Gedong Tengen, Yogyakarta",/properti/yogyakarta/hos17731517/
Rumah Jogja 2 Lantai Nitikan Lt 134 M2 SHM Imb,"Rp 1,4 Miliar",2.0,2.0,1.0,: 134 m²,: 80 m²,Rumah,caricari jogja,Diperbarui 4 jam yang lalu oleh,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos16469976/
Rumah Baru Siap Huni di Bangunjiwo Yogyakarta,Rp 650 Juta,2.0,1.0,1.0,: 96 m²,: 48 m²,"Rumah, Siap Huni, Dekat Sekolah",Permata Bangunjiwo Regency,Diperbarui 1 bulan yang lalu oleh,"Bantul, Yogyakarta",/properti/yogyakarta/hos17731040/
Nego Rumah Baru Modern Kontemporer Maguwo Timur UPN Seturan,"Rp 1,75 Miliar",4.0,3.0,2.0,: 160 m²,: 160 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Novika Novie,Diperbarui 1 bulan yang lalu oleh,"Depok, Sleman",/properti/sleman/hos17731350/
Rumah Mewah Siap Huni Dalam Perumahan Strategis Jalan Wonosari,"Rp 1,85 Miliar",4.0,3.0,1.0,: 128 m²,: 147 m²,"Rumah, Full Furnished, Siap Huni",Novika Novie,Diperbarui 1 bulan yang lalu oleh,"Banguntapan, Bantul",/properti/bantul/hos17731245/
Rumah Baru Dalam Cluster Exclusive One Gate Dekat UII Jakal,Rp 2 Miliar,4.0,4.0,2.0,: 200 m²,: 200 m²,"Rumah, Siap Huni, Dekat Sekolah, Dekat Landmark",Novika Novie,Diperbarui 1 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17730847/
RUMAH MURAH CANTIK SHM DEKAT POLSEK SEDAYU,Rp 472 Juta,2.0,1.0,1.0,: 98 m²,: 45 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Lisa Wastu,Diperbarui 2 bulan yang lalu oleh,"Sedayu, Bantul",/properti/bantul/hos17683734/
RUMAH MEWAH MODERN LIMASAN DALAM MINI CLUSTER KLIDON RESIDENCE DI JALAN KALIURANG KM 13 SUKOHARJO NGAGLIK SLEMAN,Rp 925 Juta,3.0,2.0,1.0,: 137 m²,: 100 m²,"Rumah, Dekat Sekolah, Dekat Landmark",Muhlisin panoramicland,Diperbarui 2 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17680986/
Rumah Mewah Baru di JL Kaliurang Km 9 Dalam Cluster Detail Perumahan Sistem : Siap Bangun,"Rp 1,7 Miliar",3.0,3.0,2.0,: 136 m²,: 111 m²,"Rumah, Dekat Sekolah, Dekat Landmark",Muhlisin panoramicland,Diperbarui 2 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17662910/
Rumah Cantik Proses Bangun Lokasi Strategis di Kalasan Sleman,Rp 570 Juta,3.0,1.0,1.0,: 111 m²,: 55 m²,Rumah,Shindid Heiwa,Diperbarui 2 bulan yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos17683234/
Rumah megah dibawah harga pasar kost di Palagan belakang hotel hyatt,"Rp 1,25 Miliar",5.0,3.0,5.0,: 162 m²,: 320 m²,Rumah,Rachma Fadilla,Diperbarui 3 minggu yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos17682295/
RUMAH CANTIK MINIMALIS - LINGKUNGAN NYAMAN DI JALAN KABUPATEN TRIHANGGO GAMPING DEKAT KAMPUS UNISA :,Rp 850 Juta,3.0,1.0,1.0,: 100 m²,: 54 m²,"Rumah, Dekat Sekolah",Muhlisin panoramicland,Diperbarui 2 bulan yang lalu oleh,"Gamping, Sleman",/properti/sleman/hos17681334/
DIJUAL RUMAH MURAH DALAM PERUMAHAN DI JOGJA DEKAT KAMPUS ISI,Rp 800 Juta,3.0,2.0,1.0,: 154 m²,: 60 m²,"Rumah, Siap Huni, Bebas Banjir, Dekat Pusat Perbelanjaan",Adi Sugeng Purnama Wastu,Diperbarui 2 bulan yang lalu oleh,"Sewon, Bantul",/properti/bantul/hos17682068/
Jual Rumah Bantul 10 Menit Ke Kampus UMY Dalam Perumahan,Rp 451 Juta,2.0,1.0,1.0,: 153 m²,: 40 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Mia,Diperbarui 2 bulan yang lalu oleh,"Kasihan, Bantul",/properti/bantul/hos17681605/
Rumah Murah Yogyakarta Desain Jepang Dekat Brimob Sentolo 300 Jutaan,Rp 536 Juta,2.0,1.0,1.0,: 137 m²,: 36 m²,"Rumah, Dekat Akses Transportasi",Rizky Ariyanti,Diperbarui 2 bulan yang lalu oleh,"Sentolo, Kulon Progo",/properti/kulon-progo/hos17680018/
Rumah Baru Siap Huni Skandinavian Di Jogotirto Berbah Sleman,Rp 470 Juta,2.0,1.0,1.0,: 90 m²,: 53 m²,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah",Alfiansyah Denny Purwono,Diperbarui 2 minggu yang lalu oleh,"Berbah, Sleman",/properti/sleman/hos17679029/
Rumah Dijual di Yogyakarta Dekat Bandara Adisutjipto,"Rp 1,45 Miliar",3.0,3.0,1.0,: 110 m²,: 129 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Arif Faiza,Diperbarui 2 bulan yang lalu oleh,"Kraton, Yogyakarta",/properti/yogyakarta/hos17678706/
Rumah Siap Huni di Godean 13 Menit dari RSA UGM,Rp 700 Juta,2.0,2.0,1.0,: 99 m²,: 70 m²,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",Siska Core,Diperbarui 2 bulan yang lalu oleh,"Godean, Sleman",/properti/sleman/hos17675973/
DIJUAL RUMAH DI PERUMAHAN GRIYA INDAH HARGA RENDAH,Rp 3 Miliar,3.0,2.0,2.0,: 262 m²,: 250 m²,Rumah,RINTO TANIZAR,Diperbarui 2 bulan yang lalu oleh,"Kasihan, Bantul",/properti/bantul/hos17678557/
Rumah Dijual di Yogyakarta Dekat Bandara Adisutjipto,"Rp 1,45 Miliar",3.0,3.0,1.0,: 110 m²,: 129 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Arif Faiza,Diperbarui 2 bulan yang lalu oleh,"Gondomanan, Yogyakarta",/properti/yogyakarta/hos17678538/
Rumah Dijual di Yogyakarta Dekat Bandara Adisutjipto,"Rp 1,45 Miliar",3.0,3.0,1.0,: 110 m²,: 129 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Arif Faiza,Diperbarui 2 bulan yang lalu oleh,"Danurejan, Yogyakarta",/properti/yogyakarta/hos17678479/
Rumah Minimalis Asri Murah Berkualitas di Sleman Yogyakarta,Rp 330 Juta,2.0,1.0,1.0,: 60 m²,: 60 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Tempat Ibadah",Pesona Indah Taman Asri,Diperbarui 2 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17678135/
Rumah Mewah Sleman Selangkah Ke Waterpark Citragrand Plus Kolam Renang,"Rp 2,74 Miliar",4.0,3.0,2.0,: 187 m²,: 135 m²,"Rumah, Dekat Sekolah",Tony AHP,Diperbarui 2 bulan yang lalu oleh,"Gamping, Sleman",/properti/sleman/hos17677903/
Rumah 2 Lantai Jogja Selangkah Ke Waterpark Citragrand Include Private Pool,"Rp 2,9 Miliar",4.0,3.0,2.0,: 213 m²,: 135 m²,"Rumah, Dekat Sekolah",Tony AHP,Diperbarui 2 bulan yang lalu oleh,"Gamping, Sleman",/properti/sleman/hos17677899/
Dijual Rumah Cantik Uniq 2 Lt Seputara Godean Dekat Kampus Dan RS,"Rp 2,5 Miliar",3.0,2.0,1.0,: 200 m²,: 187 m²,Rumah,Brigitta Yulia,Diperbarui 2 bulan yang lalu oleh,"Sidoarum , Sleman",/properti/sleman/hos17677457/
Rumah murah cck untuk pensiunan tanah luas bisa berkebun tempat masih asri jalan palagan km 11,"Rp 1,25 Miliar",3.0,2.0,2.0,: 250 m²,: 125 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Landmark",Nanang Ibrahim,Diperbarui 2 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17677367/
RUMAH 2 LANTAI DEKAT EXIT TOL BARU LENGKAP DENGAN PRIVATE POOL,"Rp 2,5 Miliar",4.0,3.0,1.0,: 182 m²,: 135 m²,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",sahabat.property31,Diperbarui 2 bulan yang lalu oleh,"Gamping, Sleman",/properti/sleman/hos17676490/
RUMAH SUPER ISTIMEWA DAN MURAH DI TIMOHO,Rp 7 Miliar,9.0,6.0,2.0,: 400 m²,: 500 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Uut Benka Property Yogya,Diperbarui 2 bulan yang lalu oleh,"Gondomanan, Yogyakarta",/properti/yogyakarta/hos16118670/
Rumah Mewah di Jogja Cluster Exclusif Utara Adisutjipto,"Rp 2,52 Miliar",4.0,3.0,2.0,: 171 m²,: 130 m²,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",sahabat.property31,Diperbarui 2 bulan yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos17675895/
Rumah Villa View Sawah Mangku Aspal Di Barat Ringroad Kota Jogja,"Rp 3,2 Miliar",4.0,4.0,10.0,: 2000 m²,: 250 m²,Rumah,Victor Viva,Diperbarui 2 bulan yang lalu oleh,"Sleman, Sleman",/properti/sleman/hos17396088/
Rumah Jogja Dijual Dekat Kampus UGM,"Rp 5,1 Miliar",9.0,4.0,1.0,: 759 m²,: 350 m²,"Rumah, Siap Huni, Dekat Sekolah",Endang ERA iREA Jogja,Diperbarui 2 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17675691/
Perumahan Town House Dijual Dekat UGM Utara Jogja City Mall,"Rp 2,97 Miliar",4.0,4.0,2.0,: 110 m²,: 146 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Tempat Wisata",Victor Viva,Diperbarui 2 bulan yang lalu oleh,"Mlati, Sleman",/properti/sleman/hos17632307/
Rumah Minimalis Modern Hook 2 Muka di Kalasan,Rp 400 Juta,2.0,1.0,1.0,: 82 m²,: 36 m²,"Rumah, Dekat Akses Transportasi, Dekat Tempat Ibadah",Ramadhandi,Diperbarui 2 bulan yang lalu oleh,"Kalasan, Sleman",/properti/sleman/hos17675573/
Rumah Siap Huni di Sleman dekat Candi Sambisari,Rp 565 Juta,2.0,1.0,1.0,: 93 m²,: 50 m²,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah",Siska Core,Diperbarui 2 bulan yang lalu oleh,"Purwomartani , Sleman",/properti/sleman/hos17675450/
"Unit Terakhir Rumah Siap Huni Balecatur, Gamping 400 jutaan",Rp 480 Juta,2.0,1.0,1.0,: 101 m²,: 45 m²,"Rumah, Siap Huni, Dekat Sekolah",Azil,Diperbarui 2 bulan yang lalu oleh,"Sleman, Yogyakarta",/properti/yogyakarta/hos17675160/
Hunian Private Pool Classic Modern Dekat Exit Tol Bokoharjo di Jogja,"Rp 1,35 Miliar",3.0,2.0,2.0,: 103 m²,: 100 m²,"Rumah, Dekat Akses Transportasi, Dekat Tempat Wisata",Rizky Ariyanti,Diperbarui 2 bulan yang lalu oleh,"Berbah, Sleman",/properti/sleman/hos17641157/
RUMAH DALAM PERUMAHAN JL MAGELANG KM16 SLEMAN,Rp 395 Juta,3.0,2.0,1.0,: 111 m²,: 140 m²,Rumah,GIRI (UXPB),Diperbarui 2 bulan yang lalu oleh,"Tempel, Sleman",/properti/sleman/hos17542286/
RUMAH KOST FULLY FURNISHED DI JALAN KALIURANG KM 9 NGAGLIK SLEMAN DEKAT KE KAMPUS UGM,"Rp 1,8 Miliar",9.0,9.0,1.0,: 180 m²,: 200 m²,"Rumah, Full Furnished, Dekat Sekolah, Dekat Landmark",Ayanti Sahabat Properti Jogja,Diperbarui 2 bulan yang lalu oleh,"Ngaglik, Sleman",/properti/sleman/hos17611903/
RUMAH MEWAH 2 LANTAI LOKASI STRATEGIS DALAM RINGROAD DI PERUMAHAN GRIYA HARMONI NOGOTIRTO GAMPING SLEMAN,"Rp 1,21 Miliar",3.0,2.0,2.0,: 118 m²,: 80 m²,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Ayanti Sahabat Properti Jogja,Diperbarui 2 bulan yang lalu oleh,"Gamping, Sleman",/properti/sleman/hos17613217/
RUMAH BARU PELANGI MINIMALIS 2 LANTAI HARGA MURAH VIEW SAWAH DI POTORONO BANGUNTAPAN BANTUL,Rp 900 Juta,3.0,3.0,1.0,: 95 m²,: 110 m²,"Rumah, Dekat Sekolah",Ayanti Sahabat Properti Jogja,Diperbarui 2 bulan yang lalu oleh,"Banguntapan, Bantul",/properti/bantul/hos17611979/
