title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link,kecamatan,kabupaten_kota
Rumah Mewah Full Furnished Kontemporer di Purwomartani Kalasan,1590000000.0,3.0,2.0,0.0,133.0,125.0,"Rumah, Full Furnished",Anang E Purnawan,2025-03-13 15:39:32.505719,"Kalasan, Sleman",/properti/sleman/hos17764876/,Kalasan,Sleman
DIJUAL RUMAH MEGAH DEKAT KAMPUS UII TYPE 121 DI NGEMPLAK SLEMAN,1090000000.0,4.0,3.0,2.0,120.0,121.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Dika Heiwa Property,2025-03-13 15:39:32.505720,"Ngemplak, Sleman",/properti/sleman/hos17764745/,Ngemplak,Sleman
DIJUAL RUMAH INDUSTRIAL 2 LANTAI DI MAGUWOHARJO SLEMAN,850000000.0,3.0,3.0,1.0,80.0,70.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Tempat Wisata",Dika Heiwa Property,2025-03-13 15:39:32.505721,"Depok, Sleman",/properti/sleman/hos17764718/,Depok,Sleman
DIJUAL RUMAH MODERN PESAN BANGUN DI DEKAT POLSEK BERBAH SLEMAN,579000000.0,2.0,1.0,1.0,84.0,46.0,"Rumah, Dekat Akses Transportasi",Dika Heiwa Property,2025-03-13 15:39:32.505722,"Berbah, Sleman",/properti/sleman/hos17764615/,Berbah,Sleman
Jual Rumah di Wirobrajan Dekat SMA Negeri 1 Yogyakarta,2500000000.0,5.0,5.0,1.0,286.0,160.0,"Rumah, Dekat Sekolah",Andyanto kurniawan,2025-03-13 15:39:32.505723,"Wirobrajan, Yogyakarta",/properti/yogyakarta/hos17764583/,Wirobrajan,Yogyakarta
DIJUAL RUMAH LUXURY 2 LANTAI DEKAT AMBARUKMO PLAZA JOGJA,2370000000.0,3.0,3.0,2.0,129.0,126.0,"Rumah, Dekat Pusat Perbelanjaan",Dika Heiwa Property,2025-03-13 15:39:32.505724,"Depok, Sleman",/properti/sleman/hos17764560/,Depok,Sleman
Rumah Jogja Dijual Tengah Kota Area Malioboro,4500000000.0,3.0,2.0,0.0,385.0,385.0,Rumah,Eka Lestari ERA iREA Jogja,2025-03-13 15:39:32.505726,"Gedong Tengen, Yogyakarta",/properti/yogyakarta/hos17764515/,Gedong Tengen,Yogyakarta
DIJUAL RUMAH FULL FURNISHED TYPE 120/104 DI NGAGLIK SLEMAN,1550000000.0,3.0,3.0,2.0,104.0,120.0,"Rumah, Full Furnished, Dekat Sekolah",Dika Heiwa Property,2025-03-13 15:39:32.505727,"Ngaglik, Sleman",/properti/sleman/hos17764514/,Ngaglik,Sleman
Rumah Tengah Kota Jogja Dijual Dekat Malioboro,4500000000.0,3.0,2.0,0.0,385.0,385.0,Rumah,Endang ERA iREA Jogja,2025-03-13 15:39:32.505728,"Gedong Tengen, Yogyakarta",/properti/yogyakarta/hos17764483/,Gedong Tengen,Yogyakarta
Jual Rumah Baru di Sidokarto Godean,625000000.0,3.0,1.0,1.0,100.0,60.0,Rumah,Andyanto kurniawan,2025-03-13 15:39:32.505730,"Godean, Sleman",/properti/sleman/hos17763967/,Godean,Sleman
"5 Menit dari Kampus ISI Rumah Baru Siap Huni di Sewon, Bantul",2000000000.0,4.0,5.0,1.0,156.0,200.0,"Rumah, Siap Huni, Dekat Sekolah",Siska Core,2025-03-13 15:39:32.505731,"Sewon, Bantul",/properti/bantul/hos17762527/,Sewon,Bantul
RUMAH ELEGAN MEWAH - HARGA MURAH DI WEDOMARTANI NGEMPLAK SLEMAN DEKAT BUDI MULIA TAJEM SHM Rumah,750000000.0,3.0,2.0,1.0,99.0,80.0,"Rumah, Dekat Sekolah",Muhlisin panoramicland,2025-03-13 15:39:32.505732,"Ngemplak, Sleman",/properti/sleman/hos17700990/,Ngemplak,Sleman
Dijual Rumah Bagus Cocok Usaha Online Dekat Pemda Sleman Yogyakarta,615000000.0,3.0,1.0,1.0,167.0,130.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Fasilitas Kesehatan, Dekat Landmark",Wido Pantai GunKid Yogyakarta,2025-03-13 15:39:32.505733,"Sleman, Sleman",/properti/sleman/hos17615190/,Sleman,Sleman
Rumah murah full furnish Yogyakarta,1490000000.0,4.0,3.0,1.0,104.0,140.0,"Rumah, Full Furnished, Dekat Sekolah",Diah,2025-03-13 15:39:32.505734,"Ngaglik, Sleman",/properti/sleman/hos17763824/,Ngaglik,Sleman
Jual Rumah Purwomartani Sleman Dekat Candi Sambisari Akses Mudah,1350000000.0,4.0,2.0,1.0,207.0,160.0,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan",Andrew Jogja Property,2025-03-13 15:39:32.505736,"Purwomartani , Sleman",/properti/sleman/hos17763392/,Purwomartani,Sleman
Rumah Siap Huni Strategis di Sleman dekat Pakuwon Mall Jogja,800000000.0,2.0,1.0,1.0,86.0,72.0,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",Siska Core,2025-03-13 15:39:32.505737,"Sleman, Yogyakarta",/properti/yogyakarta/hos17762830/,Sleman,Yogyakarta
Mewah Modern Strategis di Sleman 5 menit ke Pakuwon Mall Jogja,2500000000.0,3.0,3.0,1.0,105.0,141.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Siska Core,2025-03-13 15:39:32.505739,"Sleman, Yogyakarta",/properti/yogyakarta/hos17763145/,Sleman,Yogyakarta
Rumah Konsep Townhouse di Sleman 10 menit ke Jogja City Mall,1850000000.0,3.0,3.0,1.0,95.0,120.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Siska Core,2025-03-13 15:39:32.505740,"Sleman, Yogyakarta",/properti/yogyakarta/hos17762934/,Sleman,Yogyakarta
RUMAH DIJUAL DALAM PERUMAHAN SEWON BANTUL YOGYAKARTA FURNISHED,1500000000.0,3.0,2.0,1.0,144.0,85.0,"Rumah, Full Furnished, Dekat Sekolah, Dekat Tempat Ibadah",Dwi Zahra JR,2025-03-13 15:39:32.505741,"Sewon, Bantul",/properti/bantul/hos17762845/,Sewon,Bantul
Rumah Pesan Bangun Design Minimalis Modern,225000000.0,2.0,1.0,1.0,83.0,30.0,"Rumah, Dekat Akses Transportasi, Dekat Tempat Ibadah",Ramadhandi,2025-03-13 15:39:32.505742,"Kalasan, Sleman",/properti/sleman/hos17762825/,Kalasan,Sleman
"Dijual Rumah Strategis di Tengah Kota Jogja Lokasi Demangan Baru, Diy",5500000000.0,4.0,2.0,1.0,300.0,200.0,Rumah,PC LJ Hooker,2025-03-29 15:39:32.505743,"Demangan, Yogyakarta",/properti/yogyakarta/hos16423874/,Demangan,Yogyakarta
JUAL RUMAH MEGAH 2 LANTAI TYPE LUAS BELAKANG TRANSMART MAGUWOHARJO,1980000000.0,4.0,4.0,2.0,130.0,125.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Ali Heiwa Property,2025-03-13 15:39:32.505745,"Depok, Sleman",/properti/sleman/hos17762802/,Depok,Sleman
Rumah Full Furnished Modern di Sleman dekat Pamella 6 Concat,1380000000.0,3.0,3.0,1.0,134.0,110.0,"Rumah, Full Furnished, Dekat Sekolah",Siska Core,2025-03-13 15:39:32.505746,"Ngaglik, Sleman",/properti/sleman/hos17762748/,Ngaglik,Sleman
Rumah Siap Huni Dalam Perum di Sleman dekat YIS School,1200000000.0,4.0,2.0,1.0,164.0,160.0,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",Siska Core,2025-03-13 15:39:32.505748,"Mlati, Sleman",/properti/sleman/hos17762645/,Mlati,Sleman
"Rumah Baru Unfurnished SHM Dekat Uii, Yogyakarta",695000000.0,3.0,2.0,1.0,88.0,80.0,"Rumah, Dekat Sekolah",Adha Maulana,2025-03-13 15:39:32.505749,"Kaliurang, Yogyakarta",/properti/yogyakarta/hos17066055/,Kaliurang,Yogyakarta
3 Menit ke Jogja Bay Waterpark Rumah 2 Lantai Modern di Sleman,1490000000.0,5.0,4.0,1.0,121.0,170.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Siska Core,2025-03-13 15:39:32.505750,"Sleman, Yogyakarta",/properti/yogyakarta/hos17762410/,Sleman,Yogyakarta
"RUMAH MURAH, SIAP HUNI DI BERBAH, SLEMAN",470000000.0,2.0,1.0,1.0,99.0,50.0,"Rumah, Siap Huni, Dekat Tempat Wisata, Dekat Tempat Ibadah",Salva Wastu,2025-03-13 15:39:32.505752,"Berbah, Sleman",/properti/sleman/hos17762386/,Berbah,Sleman
Villa favorit dengan kolam renang private pool di Belakang hyatt palagan SHM,4500000000.0,5.0,4.0,4.0,417.0,191.0,"Rumah, Full Furnished",Rachma Fadilla,2025-03-22 15:39:32.505753,"Mlati, Sleman",/properti/sleman/hos17762303/,Mlati,Sleman
Rumah Unfurnished Hook Perum Dekat Kampus dan Sekolah Jl. Wates km 3,2750000000.0,3.0,3.0,0.0,308.0,150.0,"Rumah, Dekat Sekolah, Dekat Tempat Ibadah",Drs. Adji Darmanto S,2025-04-11 15:39:32.505754,"Kasihan, Bantul",/properti/bantul/hos17762274/,Kasihan,Bantul
Rumah Kawasan Premium Dekat Balaikota dan Kampus Di Timoho Yogyakarta,3000000000.0,6.0,4.0,2.0,285.0,500.0,"Rumah, Dekat Sekolah",Drs. Adji Darmanto S,2025-04-11 15:39:32.505756,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos17762249/,Umbulharjo,Yogyakarta
Rumah Unfurnished Perum Area Jl. Gua Selarong Bantul,475000000.0,2.0,1.0,0.0,82.0,36.0,"Rumah, Dekat Sekolah",Maria Ignacia Agni Yuda,2025-03-13 15:39:32.505759,"Pajangan, Bantul",/properti/bantul/hos17761980/,Pajangan,Bantul
"DEKAT STADION MAGUWOHARJO,KAMPUS UNRIYO & SD MODEL,",1650000000.0,4.0,2.0,2.0,168.0,130.0,"Rumah, Dekat Sekolah, Dekat Tempat Wisata",Epro Rumah Jogja,2025-03-13 15:39:32.505761,"Ngemplak, Sleman",/properti/sleman/hos17761956/,Ngemplak,Sleman
"MODERN DEKAT STADION MAGUWOHARJO,SD MODEL,KAMPUS UNRIYO,DLL",1650000000.0,4.0,2.0,2.0,168.0,130.0,"Rumah, Dekat Sekolah, Dekat Tempat Wisata",Epro Jogja,2025-03-13 15:39:32.505762,"Ngemplak, Sleman",/properti/sleman/hos17761900/,Ngemplak,Sleman
Rumah siap huni didaerah jogja belakang UPN,3500000000.0,8.0,5.0,2.0,199.0,320.0,"Rumah, Siap Huni",Erwin Saputra,2025-04-09 15:39:32.505763,"Sleman, Sleman",/properti/sleman/hos17761911/,Sleman,Sleman
"Rumah Minimalis Modern di Selomartani, Kalasan",250000000.0,2.0,1.0,1.0,86.0,30.0,"Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan, Dekat Tempat Ibadah",Ramadhandi,2025-03-13 15:39:32.505765,"Kalasan, Sleman",/properti/sleman/hos17761885/,Kalasan,Sleman
Rumah siap huni di daerah jogja belakang UPN,3500000000.0,8.0,5.0,2.0,199.0,320.0,"Rumah, Siap Huni",Acut,2025-03-13 15:39:32.505766,"Sleman, Sleman",/properti/sleman/hos17761844/,Sleman,Sleman
"TERLARIS, RUMAH TERBAIK DI DEKAT KAMPUS UII GRATIS PAJAK",810000000.0,3.0,2.0,2.0,120.0,85.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Salva Wastu,2025-03-13 15:39:32.505769,"Ngemplak, Sleman",/properti/sleman/hos17761736/,Ngemplak,Sleman
Rumah siap huni daerah jogja belakang UPN,3500000000.0,8.0,5.0,2.0,199.0,320.0,"Rumah, Siap Huni",tjhin asiu siu,2025-03-13 15:39:32.505770,"Sleman, Sleman",/properti/sleman/hos17761734/,Sleman,Sleman
"CARI Rumah Jalan Kaliurang Jogja, Dekat Kampus UII",2600000000.0,4.0,4.0,1.0,146.0,171.0,"Rumah, Full Furnished, Dekat Sekolah, Dekat Landmark",Azil,2025-03-13 15:39:32.505771,"Kaliurang, Yogyakarta",/properti/yogyakarta/hos17761732/,Kaliurang,Yogyakarta
"Dekat Jl. Timoho, Kota Jogja, Rumah Mewah Siap Huni",7000000000.0,9.0,6.0,2.0,400.0,500.0,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",Azil,2025-03-13 15:39:32.505772,"Gondokusuman, Yogyakarta",/properti/yogyakarta/hos17761668/,Gondokusuman,Yogyakarta
"PROMO 3,2M HANYA 2,950M Dalam Perumahan Di Palagan Ngaglik Sleman",2950000000.0,4.0,4.0,1.0,204.0,200.0,"Rumah, Siap Huni",Dwi Zahra JR,2025-03-13 15:39:32.505774,"Ngaglik, Sleman",/properti/sleman/hos17761338/,Ngaglik,Sleman
Perumahan di jalan kaliurang km 12 Yogyakarta dekat kampus UII,850000000.0,3.0,1.0,1.0,100.0,54.0,"Rumah, Dekat Sekolah, Dekat Landmark",Satya Angga,2025-03-13 15:39:32.505775,"Ngaglik, Sleman",/properti/sleman/hos17761327/,Ngaglik,Sleman
"Perumahan di Maguwoharjo, sleman, Yogyakarta dekat pintu tol",1980000000.0,4.0,3.0,2.0,100.0,143.0,"Rumah, Full Furnished, Dekat Sekolah",Satya Angga,2025-03-13 15:39:32.505776,"Ngemplak, Sleman",/properti/sleman/hos17761267/,Ngemplak,Sleman
Rumah Mewah 2 Lantai Dekat Pakuwon Mall Yogyakarta Di Jual,2280000000.0,5.0,3.0,2.0,115.0,164.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Dewantari Wuri Astuti,2025-03-13 15:39:32.505782,"Sleman, Yogyakarta",/properti/yogyakarta/hos17760494/,Sleman,Yogyakarta
Siap Bangun Dalam Perumahan Plus Kolam Renang Di Jalan Palagan,2700000000.0,3.0,4.0,1.0,110.0,160.0,"Rumah, Dekat Tempat Ibadah",Novika Novie,2025-03-13 15:39:32.505783,"Ngaglik, Sleman",/properti/sleman/hos17760381/,Ngaglik,Sleman
Rumah Mewah Strategis 10 Menit UGM utara Condong Catur daerah Banteng,1890000000.0,3.0,3.0,2.0,122.0,130.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Gunawan Widi,2025-03-13 15:39:32.505784,"Condong Catur, Sleman",/properti/sleman/hos17760325/,Condong Catur,Sleman
Strategis Jalan Magelang Rumah 2 Kamar 600 Jutaan Dekat Polres,640000000.0,2.0,1.0,1.0,103.0,50.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark",Novika Novie,2025-03-13 15:39:32.505785,"Sleman, Sleman",/properti/sleman/hos17760300/,Sleman,Sleman
Desain Mewah Lingkungan Cluster Rumah Murah Jakal Dekat UII,975000000.0,3.0,2.0,2.0,121.0,80.0,"Rumah, Siap Huni, Bebas Banjir, Dekat Sekolah",Novika Novie,2025-03-13 15:39:32.505786,"Ngaglik, Sleman",/properti/sleman/hos17760104/,Ngaglik,Sleman
"Rumah Dekat UGM Jalan Kaliurang Km 7,8",1890000000.0,3.0,3.0,1.0,122.0,130.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Rumah Jogja Cantik,2025-03-13 15:39:32.505787,"Kaliurang, Sleman",/properti/sleman/hos17759992/,Kaliurang,Sleman
Rumah Mewah Siap Huni Ada Kolam Renanag Strategis Jalan Palagan,3800000000.0,3.0,5.0,2.0,440.0,300.0,"Rumah, Full Furnished, Siap Huni, Dekat Sekolah",Novika Novie,2025-03-13 15:39:32.505788,"Ngaglik, Sleman",/properti/sleman/hos17760006/,Ngaglik,Sleman
Hanya 4 Unit Rumah Cantik Di Jalan Damai Kaliurang Dekat Ke UII,1350000000.0,3.0,2.0,1.0,132.0,100.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Landmark",Novika Novie,2025-03-13 15:39:32.505789,"Ngaglik, Sleman",/properti/sleman/hos17759947/,Ngaglik,Sleman
Modern Type 70 Rumah Siap Huni di Purwomartani Cuma 800 Jutaan,875000000.0,3.0,2.0,1.0,119.0,70.0,"Rumah, Siap Huni, Dekat Tempat Ibadah",Novika Novie,2025-03-13 15:39:32.505790,"Purwomartani , Sleman",/properti/sleman/hos17759889/,Purwomartani,Sleman
Nego Rumah Baru Modern Furnished Jalan Kaliurang Dekat Ke UII,1790000000.0,3.0,2.0,2.0,122.0,112.0,"Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah",Novika Novie,2025-03-13 15:39:32.505792,"Ngaglik, Sleman",/properti/sleman/hos17759832/,Ngaglik,Sleman
Rumah Dijual Bagus Dekat Pemda Sleman Dan Kampus Ugm Yogyakarta,610000000.0,3.0,1.0,1.0,167.0,130.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark",Wido Pantai GunKid Yogyakarta,2025-03-13 15:39:32.505793,"Sleman, Sleman",/properti/sleman/hos17177094/,Sleman,Sleman
Rumah 2 Lantai Baru Siap Huni Dekat UII Jalan Kaliurang Mewah,1850000000.0,4.0,3.0,1.0,135.0,165.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Novika Novie,2025-03-13 15:39:32.505794,"Ngaglik, Sleman",/properti/sleman/hos17759785/,Ngaglik,Sleman
Dalam Perumahan Rumah Mewah 2 Lantai Strategis Dekat Ke Jombor,5200000000.0,5.0,4.0,1.0,231.0,255.0,"Rumah, Dekat Sekolah",Novika Novie,2025-03-13 15:39:32.505795,"Mlati, Sleman",/properti/sleman/hos17759751/,Mlati,Sleman
Dijual Rumah Bagus Ditengah Kota Dekat Pemda Sleman Yogyakarta,618000000.0,3.0,1.0,1.0,167.0,130.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark",Wido Pantai GunKid Yogyakarta,2025-03-13 15:39:32.505796,"Sleman, Sleman",/properti/sleman/hos17254429/,Sleman,Sleman
Rumah Minimalis Modern Dekat UMY,2150000000.0,3.0,3.0,2.0,300.0,100.0,"Rumah, Dekat Sekolah",Santi Properti,2025-03-13 15:39:32.505797,"Kasihan, Bantul",/properti/bantul/hos17674580/,Kasihan,Bantul
Rumah Cantik Luas Dekat SD Budi Mulia,775000000.0,3.0,2.0,1.0,150.0,80.0,"Rumah, Dekat Sekolah, Dekat Tempat Ibadah",Santi Properti,2025-03-13 15:39:32.505798,"Purwomartani , Sleman",/properti/sleman/hos16994755/,Purwomartani,Sleman
RUMAH MEWAH MURAH,1420000000.0,4.0,2.0,2.0,99.0,150.0,Rumah,Surya Property,2025-03-13 15:39:32.505799,"Ngemplak, Sleman",/properti/sleman/hos17759644/,Ngemplak,Sleman
"Utara Ugm, Rumah Kolam Renang Kaliurang Km 7",4500000000.0,4.0,3.0,3.0,360.0,300.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Landmark",Adha Maulana,2025-03-13 15:39:32.505800,"Pogung, Yogyakarta",/properti/yogyakarta/hos16852000/,Pogung,Yogyakarta
RUMAH MURAH DEKAT STADION MAGUWO,1630000000.0,3.0,2.0,1.0,110.0,90.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Alvian Wastu,2025-03-13 15:39:32.505801,"Ngemplak, Sleman",/properti/sleman/hos17759516/,Ngemplak,Sleman
Rumah Tinggal Dalam Perum The Jambon Residence Tegalrejo Jogja,1800000000.0,3.0,2.0,1.0,147.0,110.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",DIAH ASIH T.H,2025-03-13 15:39:32.505821,"Tegalrejo, Yogyakarta",/properti/yogyakarta/hos17708173/,Tegalrejo,Yogyakarta
Rumah Semi Furnish Dalam Perum Griya Alvita Kasihan Bantul,1950000000.0,3.0,2.0,1.0,167.0,130.0,"Rumah, Full Furnished, Dekat Akses Transportasi, Dekat Sekolah",DIAH ASIH T.H,2025-03-13 15:39:32.505825,"Kasihan, Bantul",/properti/bantul/hos17707957/,Kasihan,Bantul
"Rumah Mewah Furnish Cocok Untuk Homestay, Dekat Pusat Kota Jogja",2950000000.0,4.0,3.0,1.0,213.0,176.0,"Rumah, Full Furnished",DIAH ASIH T.H,2025-03-29 15:39:32.505830,"Wirobrajan, Yogyakarta",/properti/yogyakarta/hos17707749/,Wirobrajan,Yogyakarta
"Rumah MEWAH STRATEGIS dengan TANAH LUAS di Jalan Kaliurang km 7, dekat Kampus UGM Yogyakarta.",4500000000.0,4.0,4.0,1.0,365.0,390.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Tempat Ibadah",Muhlisin panoramicland,2025-03-22 15:39:32.505838,"Condong Catur, Sleman",/properti/sleman/hos14094789/,Condong Catur,Sleman
Dijual Rumah Baru Dekat Bandara Rinroad Timur Maguwoharjo Dekat Kampus Nyaman Tenang Akses Mudah,1500000000.0,3.0,3.0,1.0,183.0,80.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah",Ismono Marwan,2025-04-10 15:39:32.505843,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17250613/,Maguwoharjo,Yogyakarta
Rumah Hook Unfurnished Dekat Malioboro Jl. Bumijo Yogyakarta,6000000000.0,9.0,4.0,1.0,500.0,500.0,"Rumah, Dekat Sekolah",Mira Jogja,2025-04-11 15:39:32.505848,"Jetis, Yogyakarta",/properti/yogyakarta/hos17705813/,Jetis,Yogyakarta
Rumah Luas 5 Kamar Lokasi Dekat Kampus di Jalan Colombo Jogja,3800000000.0,4.0,2.0,0.0,378.0,171.0,"Rumah, Dekat Sekolah",DIAH ASIH T.H,2025-03-29 15:39:32.505850,"Depok, Sleman",/properti/sleman/hos17705693/,Depok,Sleman
Rumah Ada Joglo Bagus Unfurnished Area Jl. AM. Sangaji Yogyakarta,2900000000.0,3.0,2.0,0.0,373.0,250.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Mira Jogja,2025-04-11 15:39:32.505857,"Jetis, Yogyakarta",/properti/yogyakarta/hos17705327/,Jetis,Yogyakarta
Rumah Furnish Dalam Perum Jangkang Nogotirto Gamping Sleman,1750000000.0,5.0,3.0,2.0,143.0,200.0,"Rumah, Full Furnished",DIAH ASIH T.H,2025-03-13 15:39:32.505860,"Gamping, Sleman",/properti/sleman/hos17705218/,Gamping,Sleman
"Rumah Fasilitas Mewah di kawasan sejuk, Sleman",3900000000.0,5.0,5.0,0.0,415.0,525.0,"Rumah, Full Furnished, Dekat Sekolah, Dekat Landmark",DIAH ASIH T.H,2025-03-13 15:39:32.505861,"Ngaglik, Sleman",/properti/sleman/hos17705207/,Ngaglik,Sleman
Rumah Strategis Dalam Perumahan Nogotirto Gamping,1500000000.0,5.0,2.0,0.0,227.0,220.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",DIAH ASIH T.H,2025-03-13 15:39:32.505862,"Gamping, Sleman",/properti/sleman/hos17705132/,Gamping,Sleman
Rumah Minimalis Siap Huni Di Pondok Permai Tamantirto Bantul,1050000000.0,2.0,1.0,1.0,132.0,68.0,"Rumah, Siap Huni, Dekat Sekolah",DIAH ASIH T.H,2025-03-13 15:39:32.505863,"Kasihan, Bantul",/properti/bantul/hos17705089/,Kasihan,Bantul
Rumah 2 Lantai Lokasi Strategis di Condong Catur Depok Sleman,2150000000.0,4.0,2.0,0.0,115.0,180.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",DIAH ASIH T.H,2025-03-13 15:39:32.505867,"Depok, Sleman",/properti/sleman/hos17704919/,Depok,Sleman
"RUMAH MEWAH, DI DALAM CLUSTER, DEKAT DENGAN PUSAT KOTA, DI JOGJAKARTA",2800000000.0,5.0,4.0,3.0,175.0,144.0,"Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah",A Property Jogja,2025-03-29 15:39:32.505881,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17704394/,Maguwoharjo,Yogyakarta
"Perumahan Mewah dekat tol Maguwoharjo, RS JIH, Pakuwon Mall",2700000000.0,4.0,3.0,2.0,175.0,144.0,"Rumah, Full Furnished, Dekat Akses Transportasi, Dekat Sekolah",Satya Angga,2025-03-29 15:39:32.505886,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17704280/,Maguwoharjo,Yogyakarta
"Rumah mewah dekat pintu tol Maguwo, RS JIH dan Pakuwon Mall",2280000000.0,5.0,3.0,0.0,115.0,164.0,"Rumah, Full Furnished, Dekat Akses Transportasi, Dekat Sekolah",Satya Angga,2025-03-29 15:39:32.505887,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17704219/,Maguwoharjo,Yogyakarta
MURAH POLL! RUMAH CANTIK MINIMALIS HARGA EKONOMIS TERAWAT DALAM MINI CLUSTER 6 UNIT DI WEDOMARTANI NGEMPLAK SLEMAN DEKAT BUDI MULIA TAJEM,570000000.0,2.0,1.0,1.0,86.0,55.0,Rumah,Ayanti Sahabat Properti Jogja,2025-03-29 15:39:32.505890,"Ngemplak, Sleman",/properti/sleman/hos17704119/,Ngemplak,Sleman
Rumah Baru akses lebar di Tirtomartani Kalasan,545000000.0,2.0,1.0,0.0,84.0,60.0,Rumah,ELY,2025-04-05 15:39:32.505914,"Kalasan, Sleman",/properti/sleman/hos17649157/,Kalasan,Sleman
RUMAH SIAP HUNI FULL FURNISH DP 0% DI MLATI SLEMAN,1940000000.0,3.0,3.0,2.0,102.0,138.0,"Rumah, Full Furnished, DP 0%, Siap Huni",Lisa Wastu,2025-03-22 15:39:32.505916,"Mlati, Sleman",/properti/sleman/hos17649134/,Mlati,Sleman
RUMAH SUBSIDI CICILAN 1JTAN/BULAN DI BAMBANGLIPURO,166000000.0,2.0,1.0,1.0,60.0,30.0,"Rumah, Subsidi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Lisa Wastu,2025-03-22 15:39:32.505917,"Bambanglipuro, Bantul",/properti/bantul/hos17649046/,Bambanglipuro,Bantul
"Rumah Ready Baru Dalam Perumahan Dekat Kampus Ugm,sekolah Alazhar",1350000000.0,3.0,3.0,2.0,125.0,110.0,"Rumah, Dekat Sekolah",Nining,2025-03-29 15:39:32.505947,"Sleman, Yogyakarta",/properti/yogyakarta/hos17647514/,Sleman,Yogyakarta
Rumah Baru Modern Minimalis Di Bantul Kota,475000000.0,2.0,1.0,1.0,83.0,46.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",PT SARASWANTI HASIL MAKMUR,2025-04-10 15:39:32.505980,"Bantul, Yogyakarta",/properti/yogyakarta/hos17646830/,Bantul,Yogyakarta
Rumah Baru Siap Huni Minimalis Modern Di Palagan Ngaglik Sleman,700000000.0,3.0,2.0,1.0,100.0,70.0,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",Alfiansyah Denny Purwono,2025-03-29 15:39:32.506027,"Ngaglik, Sleman",/properti/sleman/hos17645620/,Ngaglik,Sleman
"Rumah Mewah Modern Klasik 2 Lantai, Pandega Marta, Depok, Jogja",5650000000.0,6.0,6.0,1.0,408.0,570.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",info_ propertybagusjogja,2025-03-29 15:39:32.506051,"Caturtunggal, Sleman",/properti/sleman/hos16692820/,Caturtunggal,Sleman
Dijual Rumah 2 Lt Siap Huni Full Furnished Utara Candi Sambisari,1590000000.0,4.0,3.0,1.0,133.0,125.0,"Rumah, Full Furnished, Siap Huni, Dekat Tempat Ibadah",Brigitta Yulia,2025-03-13 15:39:32.506076,"Purwomartani , Sleman",/properti/sleman/hos17642955/,Purwomartani,Sleman
