title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link,kecamatan,kabupaten_kota
Rumah Bantul Barat Alfamart Tugu Lilin SHM + Imb,451000000.0,2.0,1.0,1.0,153.0,40.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Nano Jayantaka,2025-03-29 15:39:32.508616,"Kasihan, Bantul",/properti/bantul/hos17936674/,Kasihan,Bantul
Jual Rumah Bantul Dekat Kampus Umy Padat Perumahan,454000000.0,2.0,1.0,1.0,153.0,40.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Nano Jayantaka,2025-03-29 15:39:32.508617,"Kasihan, Bantul",/properti/bantul/hos17936671/,Kasihan,Bantul
Dijual Rumah Murah Siap Huni Full Furnish diBanguntapan,445000000.0,2.0,1.0,1.0,75.0,55.0,"Rumah, Full Furnished, Siap Huni, Dekat Akses Transportasi",Faruq Akbar,2025-03-29 15:39:32.508706,"Banguntapan, Bantul",/properti/bantul/hos17661362/,Banguntapan,Bantul
"Rumah Siap Huni dekat SMK N 1Bantul di Neco, Sabdodadi, Bantul, Bantul, Jogja",440000000.0,2.0,1.0,1.0,90.0,45.0,"Rumah, Siap Huni, Dekat Sekolah",hamdan nugroho,2025-03-29 15:39:32.508737,"Bantul, Bantul",/properti/bantul/hos17299765/,Bantul,Bantul
Rumah Dekat Kampus Umy Dalam Minicluster Banaran Bangunjiwo Siap Huni,475000000.0,2.0,1.0,1.0,77.0,45.0,"Rumah, Siap Huni, Dekat Sekolah",hamdan nugroho,2025-03-29 15:39:32.508748,"Kasihan, Bantul",/properti/bantul/hos17932452/,Kasihan,Bantul
Ready Shm Rumah Baru Hanya 3 Menit Ke Spbu Bibis Raya,400000000.0,2.0,1.0,1.0,45.0,91.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Paul Borneo,2025-03-29 15:39:32.508763,"Bantul, Bantul",/properti/bantul/hos17931910/,Bantul,Bantul
RUMAH BARU SIAP HUNI CANTIK MINIMALIS HARGA EKONOMIS HOOK DALAM CLUSTER MUTIARA SEWON 2 - JALAN IMOGIRI BARAT SEWON BANTUL,495000000.0,2.0,1.0,1.0,85.0,50.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Tempat Ibadah",Muhlisin panoramicland,2025-03-22 15:39:32.508791,"Sewon, Bantul",/properti/bantul/hos17810359/,Sewon,Bantul
Rumah Cantik Cluster Bangunjiwo Kasihan Bantul Yogyakarta,495000000.0,2.0,1.0,1.0,79.0,45.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Gesit Jogja Realty,2025-03-22 15:39:32.508826,"Kasihan, Bantul",/properti/bantul/hos17881911/,Kasihan,Bantul
"Dijual Rumah Murah Minimalis, 5 Menit Dari Polsek Sedayu",391000000.0,2.0,1.0,1.0,82.0,36.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Bintang Octaviano Wastu,2025-03-22 15:39:32.508971,"Sedayu, Bantul",/properti/bantul/hos17876289/,Sedayu,Bantul
Rumah Siap Huni Modern Di Jl Kemusuk Sawo Argomulyo Sedayu Bantul,498000000.0,2.0,1.0,1.0,106.0,50.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Alfiansyah Denny Purwono,2025-03-29 15:39:32.509046,"Sedayu, Bantul",/properti/bantul/hos17874889/,Sedayu,Bantul
"Rumah Murah Unit Terakhir Di Bangunjiwo, Kasihan",385000000.0,2.0,1.0,1.0,78.0,36.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Bintang Octaviano Wastu,2025-03-22 15:39:32.509048,"Kasihan, Bantul",/properti/bantul/hos17874862/,Kasihan,Bantul
"RUMAH CANTIK SUDAH SIAP HUNI DI KASIHAN, BANTUL",415000000.0,2.0,1.0,1.0,77.0,45.0,"Rumah, Siap Huni, Dekat Sekolah",Isnan Wastu,2025-03-13 15:39:32.509111,"Kasihan, Bantul",/properti/bantul/hos17816141/,Kasihan,Bantul
"RUMAH IMPIAN, HARGA 400 JUTAAN DI BANTUL DEKAT PABRIK COKLAT",425000000.0,2.0,2.0,1.0,107.0,55.0,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",Missa Wastu,2025-03-13 15:39:32.509247,"Kasihan, Bantul",/properti/bantul/hos17810756/,Kasihan,Bantul
Rumah Scandinavian di Bantul dekat Kampus UMY,492000000.0,2.0,1.0,1.0,77.0,45.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Siska Core,2025-03-13 15:39:32.509253,"Sedayu, Bantul",/properti/bantul/hos17810333/,Sedayu,Bantul
Dijual Rumah Murah dekat Terminal Giwangan,480000000.0,2.0,1.0,1.0,107.0,50.0,"Rumah, Siap Huni, Dekat Akses Transportasi",Faruq Akbar,2025-03-13 15:39:32.509401,"Banguntapan, Bantul",/properti/bantul/hos17749439/,Banguntapan,Bantul
"Rumah Dalam Kompleks Di Kasihan Bantul, Selatan Umy",550000000.0,2.0,1.0,1.0,153.0,40.0,"Rumah, Dekat Sekolah",Rudi Haryono,2025-04-12 13:39:32.509833,"Kasihan, Bantul",/properti/bantul/hos15737231/,Kasihan,Bantul
"Rumah Dalam Cluster Dekat Jalan Bibis, Kasihan, Bantul",485000000.0,2.0,1.0,1.0,100.0,63.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Eni Soewarno,2025-03-29 15:39:32.510041,"Kasihan, Bantul",/properti/bantul/hos17460314/,Kasihan,Bantul
Dijual Rumah Siap Bangun 2 Lantai Harga Bersaing,1170000000.0,3.0,2.0,2.0,110.0,100.0,"Rumah, Dekat Sekolah",Rita Dwi S,2025-03-13 15:39:32.511225,"Kasihan, Bantul",/properti/bantul/hos16019230/,Kasihan,Bantul
Rumah Scandinavian di Karangmojo Gunung Kidul Dekat Wonosari Kota,280000000.0,2.0,1.0,1.0,100.0,40.0,"Rumah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Andri KIMahouse,2025-04-05 15:39:32.486306,"Wonosari, Gunung Kidul",/properti/gunung-kidul/hos18042060/,Wonosari,Gunung Kidul
Rumah Scandinavian Murah diKarangmojo Dekat Wonosari Kota SHM KPR,285000000.0,2.0,1.0,1.0,100.0,40.0,"Rumah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Andri KIMahouse,2025-03-13 15:39:32.487667,"Karangmojo, Gunung Kidul",/properti/gunung-kidul/hos17735689/,Karangmojo,Gunung Kidul
Rumah Murah Full Furnish Di Patuk Dekat Heha Sky View,320000000.0,2.0,1.0,1.0,70.0,36.0,"Rumah, Full Furnished",Erfin Wastu,2025-04-06 15:39:32.490036,"Patuk, Gunung Kidul",/properti/gunung-kidul/hos18061185/,Patuk,Gunung Kidul
Cluster Baru Unfurnished Dekat Kantor Dishub Dan Sekolah Piyaman,310000000.0,2.0,1.0,1.0,72.0,45.0,Rumah,Mira Jogja,2025-04-11 15:39:32.493271,"Wonosari, Gunung Kidul",/properti/gunung-kidul/hos15410049/,Wonosari,Gunung Kidul
Cluster Baru Kawasan Dishub Wonosari Dan Sekolah Lingkar Utara,310000000.0,2.0,1.0,1.0,72.0,45.0,Rumah,Mira Jogja,2025-04-11 15:39:32.493272,"Wonosari, Gunung Kidul",/properti/gunung-kidul/hos15409846/,Wonosari,Gunung Kidul
Cluster Siap Bangun Area Sekolah Dan Perkantoran Piyaman,305000000.0,2.0,1.0,1.0,66.0,45.0,Rumah,Mira Jogja,2025-04-11 15:39:32.493273,"Wonosari, Gunung Kidul",/properti/gunung-kidul/hos15409381/,Wonosari,Gunung Kidul
Rumah Cantik Scandinavian di Karangmojo Gunungkidul Bisa KPR SHM,280000000.0,2.0,1.0,1.0,100.0,40.0,"Rumah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Andri KIMahouse,2025-03-13 15:39:32.496045,"Karangmojo, Gunung Kidul",/properti/gunung-kidul/hos17726671/,Karangmojo,Gunung Kidul
Rumah Gaya Scandinavian di Karangmojo Gunungkidul Hanya 200Jt An,280000000.0,2.0,1.0,1.0,105.0,40.0,"Rumah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Andri KIMahouse,2025-04-10 15:39:32.498588,"Karangmojo, Gunung Kidul",/properti/gunung-kidul/hos18095369/,Karangmojo,Gunung Kidul
Rumah Scandinavian di Karangmojo Wonosari Dekat Rsi Gunung Kidul,280000000.0,2.0,1.0,1.0,100.0,40.0,"Rumah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Andri KIMahouse,2025-04-05 15:39:32.498946,"Wonosari, Gunung Kidul",/properti/gunung-kidul/hos18029917/,Wonosari,Gunung Kidul
Rumah Murah di Wonosari Karangmojo Dekat Kampus UNY Gunungkidul,280000000.0,2.0,1.0,1.0,100.0,40.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Andri KIMahouse,2025-03-13 15:39:32.499760,"Wonosari, Gunung Kidul",/properti/gunung-kidul/hos17832013/,Wonosari,Gunung Kidul
Rumah Cantik Scandinavian di Karangmojo Gunungkidul Bisa Kpr SHM,280000000.0,2.0,1.0,1.0,105.0,40.0,"Rumah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Andri KIMahouse,2025-04-09 15:39:32.502569,"Karangmojo, Gunung Kidul",/properti/gunung-kidul/hos18086419/,Karangmojo,Gunung Kidul
"Rumah Murah Scandinavian di Karangmojo Dkt Uny,alun alun Wonosari",280000000.0,2.0,1.0,1.0,100.0,40.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Andri KIMahouse,2025-04-05 15:39:32.502741,"Wonosari, Gunung Kidul",/properti/gunung-kidul/hos18021683/,Wonosari,Gunung Kidul
Rumah Scandinavian Baru di Karangmojo Dekat Alun Alun Wonosari,280000000.0,2.0,1.0,1.0,100.0,40.0,"Rumah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Andri KIMahouse,2025-03-22 15:39:32.503154,"Karangmojo, Gunung Kidul",/properti/gunung-kidul/hos17887440/,Karangmojo,Gunung Kidul
Rumah Scandinavian Murah di Karangmojo Dekat Alun alun Wonosari,280000000.0,2.0,1.0,1.0,100.0,40.0,"Rumah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Andri KIMahouse,2025-04-08 15:39:32.504588,"Karangmojo, Gunung Kidul",/properti/gunung-kidul/hos18083729/,Karangmojo,Gunung Kidul
Rumah Full Perabot Cantik Harga 300JTAN Dekat Heha Sky View,320000000.0,2.0,1.0,1.0,70.0,36.0,"Rumah, Full Furnished",Lisa Wastu,2025-04-05 15:39:32.504816,"Patuk, Gunung Kidul",/properti/gunung-kidul/hos18019971/,Patuk,Gunung Kidul
Rumah Murah Siap Huni Dalam Cluster Di Patuk,320000000.0,2.0,1.0,1.0,70.0,36.0,"Rumah, Full Furnished, Siap Huni",Hagi Wastu,2025-04-05 15:39:32.504982,"Patuk, Gunung Kidul",/properti/gunung-kidul/hos18017919/,Patuk,Gunung Kidul
Rumah Scandinavian di Wonosari Dekat Kampus UNY Cab Gunung Kidul,280000000.0,2.0,1.0,1.0,100.0,40.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Andri KIMahouse,2025-03-13 15:39:32.505638,"Wonosari, Gunung Kidul",/properti/gunung-kidul/hos17821665/,Wonosari,Gunung Kidul
Rumah Murah di Karangmojo Gunungkidul 15 Menit Alun Alun Wonosari,280000000.0,2.0,1.0,1.0,100.0,40.0,"Rumah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Andri KIMahouse,2025-04-07 15:39:32.508020,"Karangmojo, Gunung Kidul",/properti/gunung-kidul/hos18073937/,Karangmojo,Gunung Kidul
Rumah Strategis di Karangmojo Wonosari Dekat Uny Cab Gunungkidul,280000000.0,2.0,1.0,1.0,100.0,40.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",Andri KIMahouse,2025-04-05 15:39:32.508293,"Karangmojo, Gunung Kidul",/properti/gunung-kidul/hos17997787/,Karangmojo,Gunung Kidul
Rumah Baru di Playen Kabupa Kabupaten Gunungkidul Yogyakarta,335000000.0,2.0,1.0,1.0,80.0,50.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan, Dekat Tempat Wisata",farida dwi astuti,2025-04-05 15:39:32.511130,"Playen, Gunung Kidul",/properti/gunung-kidul/hos16181668/,Playen,Gunung Kidul
Rumah Minimalis Gaya Jepang Sentolo Jogja,278000000.0,2.0,1.0,0.0,71.0,36.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Rizky Ariyanti,2025-04-07 15:39:32.485426,"Sentolo, Kulon Progo",/properti/kulon-progo/hos17033952/,Sentolo,Kulon Progo
Rumah Jepang di Kulon Progo Harga Terbaik 300 Jutaan,311000000.0,2.0,1.0,1.0,72.0,36.0,Rumah,DKirana Maison,2025-04-05 15:39:32.485744,"Pengasih, Kulon Progo",/properti/kulon-progo/hos18056319/,Pengasih,Kulon Progo
Rumah Murah Bergaya Jepang di Kulon Progo,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,DKirana Maison,2025-04-05 15:39:32.485745,"Pengasih, Kulon Progo",/properti/kulon-progo/hos18056318/,Pengasih,Kulon Progo
Rumah 300 Jutaan Gaya Jepang di Kulon Progo,305000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,DKirana Maison,2025-04-05 15:39:32.485747,"Pengasih, Kulon Progo",/properti/kulon-progo/hos18056316/,Pengasih,Kulon Progo
Hunian Jepang Terjangkau di Kulon Progo Harga 200 Jutaan,316000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,DKirana Maison,2025-04-05 15:39:32.485748,"Pengasih, Kulon Progo",/properti/kulon-progo/hos18056314/,Pengasih,Kulon Progo
"Perumahan 200 Jt An di Jogja Ala Jepang, Dekat Exit Tol",285000000.0,2.0,1.0,1.0,71.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Mia,2025-04-05 15:39:32.486045,"Sentolo, Kulon Progo",/properti/kulon-progo/hos18049407/,Sentolo,Kulon Progo
Rumah Impian Gaya Jepang di Kulon Progo Cuma 200 Jutaan,250000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,Nano Jayantaka,2025-03-29 15:39:32.486967,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17961751/,Pengasih,Kulon Progo
Rumah 200 Jutaan Bergaya Jepang di Kulon Progo,250000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,Nano Jayantaka,2025-03-29 15:39:32.486968,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17961749/,Pengasih,Kulon Progo
Rumah Minimalis Jepang di Kulon Progo Harga Terjangkau 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Nano Jayantaka,2025-03-29 15:39:32.486970,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17961745/,Pengasih,Kulon Progo
Hunian Ala Jepang di Kulon Progo Hanya 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Nano Jayantaka,2025-03-29 15:39:32.486971,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17961740/,Pengasih,Kulon Progo
Rumah Murah Gaya Jepang di Kulon Progo Harga 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Nano Jayantaka,2025-03-29 15:39:32.486972,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17961738/,Pengasih,Kulon Progo
Rumah Ekonomis di Kulon Progo Mulai dari 200 Juta,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Frans Soelistijo,2025-03-22 15:39:32.487051,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17780968/,Pengasih,Kulon Progo
Rumah Baru di Kulon Progo Harga Murah 200 Jutaan,250000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,Mia,2025-03-22 15:39:32.487111,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17914462/,Pengasih,Kulon Progo
Rumah Terjangkau Dan Nyaman di Kulon Progo 200 Jutaan,250000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,Mia,2025-03-22 15:39:32.487112,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17914461/,Pengasih,Kulon Progo
Hunian Hemat di Kulon Progo Rumah Seharga 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Mia,2025-03-22 15:39:32.487113,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17914458/,Pengasih,Kulon Progo
Investasi Rumah Murah di Kulon Progo Harga 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Mia,2025-03-22 15:39:32.487114,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17914451/,Pengasih,Kulon Progo
Rumah Idaman Dengan Harga Terjangkau di Kulon Progo 200 Juta,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Mia,2025-03-22 15:39:32.487115,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17914448/,Pengasih,Kulon Progo
PERUMAHAN ALA JEPANG PERTAMA DI KOTA WATES,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Andika AHP,2025-03-13 15:39:32.487598,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17791231/,Pengasih,Kulon Progo
Rumah Murah Baru di Jogja dengan Konsep Jepang Harga 300 Juta,300000000.0,2.0,1.0,1.0,71.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Fasilitas Kesehatan",DKirana Maison,2025-03-13 15:39:32.487697,"Sentolo, Kulon Progo",/properti/kulon-progo/hos17733066/,Sentolo,Kulon Progo
Hunian Jepang di Kulon Progo Harga Terjangkau 300 Jutaan,311000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,DKirana Maison,2025-04-06 15:39:32.490022,"Pengasih, Kulon Progo",/properti/kulon-progo/hos18061545/,Pengasih,Kulon Progo
Rumah Jepang di Kulon Progo Harga Ekonomis,305000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,DKirana Maison,2025-04-06 15:39:32.490024,"Pengasih, Kulon Progo",/properti/kulon-progo/hos18061528/,Pengasih,Kulon Progo
Rumah Murah Gaya Jepang di Kulon Progo Hanya 300 Jutaan,316000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,DKirana Maison,2025-04-06 15:39:32.490025,"Pengasih, Kulon Progo",/properti/kulon-progo/hos18061520/,Pengasih,Kulon Progo
Rumah Modern Jepang di Yogyakarta Harga 200jutaan,265000000.0,2.0,1.0,2.0,70.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan",Frans Soelistijo,2025-04-05 15:39:32.490355,"Sentolo, Kulon Progo",/properti/kulon-progo/hos16880469/,Sentolo,Kulon Progo
Temukan Rumah Baru di Kulon Progo Harga 200 Jutaan,250000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,Frans Soelistijo,2025-03-29 15:39:32.490498,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17929205/,Pengasih,Kulon Progo
Rumah Terjangkau di Kulon Progo Hanya 200 Juta,250000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,Nano Jayantaka,2025-03-22 15:39:32.491098,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17863163/,Pengasih,Kulon Progo
Temukan Hunian Idaman di Kulon Progo Harga 200 Jutaan,250000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,Nano Jayantaka,2025-03-22 15:39:32.491099,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17863160/,Pengasih,Kulon Progo
Rumah Murah di Kulon Progo Dapatkan Dengan Harga 200 JutaanRumah Murah di Kulon Progo Dapatkan Dengan Harga 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Nano Jayantaka,2025-03-22 15:39:32.491100,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17863159/,Pengasih,Kulon Progo
Rumah Baru dengan Harga Terjangkau di Kulon Progo 200 Juta,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Nano Jayantaka,2025-03-22 15:39:32.491102,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17863155/,Pengasih,Kulon Progo
Hunian Ekonomis dan Strategis di Kulon Progo 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Nano Jayantaka,2025-03-22 15:39:32.491103,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17863153/,Pengasih,Kulon Progo
Hunian Idaman di Kulon Progo Rumah 200 Jutaan,250000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,Mia,2025-03-13 15:39:32.491293,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17801151/,Pengasih,Kulon Progo
Rumah Terjangkau di Kulon Progo Hanya 200 Jutaan,250000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,Mia,2025-03-13 15:39:32.491295,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17801148/,Pengasih,Kulon Progo
Temukan Hunian Murah di Kulon Progo Mulai 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Mia,2025-03-13 15:39:32.491296,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17801146/,Pengasih,Kulon Progo
Rumah Ekonomis di Kulon Progo Harga 200 Juta,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Mia,2025-03-13 15:39:32.491297,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17801143/,Pengasih,Kulon Progo
Peluang Investasi Rumah Kulon Progo 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Mia,2025-03-13 15:39:32.491298,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17801142/,Pengasih,Kulon Progo
Temukan Rumah Ekonomis di Kulon Progo Mulai 200 Jutaan,250000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,Mia,2025-03-15 15:39:32.495644,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17845003/,Pengasih,Kulon Progo
Rumah Berkualitas di Kulon Progo Harga Murah 200 Jutaan,250000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,Mia,2025-03-15 15:39:32.495645,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17845001/,Pengasih,Kulon Progo
Hunian Nyaman dengan Harga Terjangkau di Kulon Progo 200 Juta,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Mia,2025-03-15 15:39:32.495647,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17844996/,Pengasih,Kulon Progo
Rumah Idaman di Kulon Progo Hanya 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Mia,2025-03-15 15:39:32.495648,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17844995/,Pengasih,Kulon Progo
Peluang Investasi Rumah Murah di Kulon Progo 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Mia,2025-03-15 15:39:32.495649,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17844991/,Pengasih,Kulon Progo
Rumah Impian dengan Harga 200 Jutaan di Kulon Progo,250000000.0,2.0,1.0,1.0,72.0,36.0,Rumah,Mia,2025-03-13 15:39:32.495938,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17783972/,Pengasih,Kulon Progo
Hunian Nyaman dan Murah di Kulon Progo Hanya 200 Juta,250000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,Mia,2025-03-13 15:39:32.495939,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17783970/,Pengasih,Kulon Progo
Rumah Strategis dan Murah di Kulon Progo 200 Jutaan,250000000.0,2.0,1.0,1.0,71.0,36.0,Rumah,Mia,2025-03-13 15:39:32.495940,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17783967/,Pengasih,Kulon Progo
Investasi Cerdas di Kulon Progo Rumah 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Mia,2025-03-13 15:39:32.495941,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17783961/,Pengasih,Kulon Progo
Rumah Baru di Kulon Progo Harga Terjangkau 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Mia,2025-03-13 15:39:32.495942,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17783956/,Pengasih,Kulon Progo
"Promo Rumah Dekat YIA Kulonprogo, Harga Mulai 250 Juta di Pengasih",250000000.0,2.0,1.0,1.0,70.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Andika AHP,2025-04-06 15:39:32.495988,"Kulonprogo, Kulon Progo",/properti/kulon-progo/hos17778689/,Kulonprogo,Kulon Progo
"Miliki Rumah Japanese Style Dekat YIA, Mulai 250 Juta Saja",250000000.0,2.0,1.0,1.0,70.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",Rudi Haryono,2025-04-06 15:39:32.495990,"Kulonprogo, Kulon Progo",/properti/kulon-progo/hos17778585/,Kulonprogo,Kulon Progo
Rumah Gaya Jepang 285 Juta Dalam Cluster One Gate System Jogja,250000000.0,2.0,1.0,1.0,70.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan",Rizky Ariyanti,2025-04-06 15:39:32.495992,"Kulonprogo, Kulon Progo",/properti/kulon-progo/hos17778480/,Kulonprogo,Kulon Progo
"Promo Rumah Japanese Style Dekat YIA, Harga Mulai 250 Juta",250000000.0,2.0,1.0,1.0,70.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",DKirana Maison,2025-04-06 15:39:32.495993,"Kulonprogo, Kulon Progo",/properti/kulon-progo/hos17778447/,Kulonprogo,Kulon Progo
Rumah Murah Dalam Cluster Belakang Brimop Sentolo Jl. Wates Yogya,285000000.0,2.0,1.0,2.0,71.0,36.0,Rumah,Frans Soelistijo,2025-04-10 15:39:32.498733,"Sentolo, Kulon Progo",/properti/kulon-progo/hos18089850/,Sentolo,Kulon Progo
Rumah Terjangkau dan Strategis di Kulon Progo 200 Jutaan,250000000.0,2.0,1.0,1.0,70.0,36.0,Rumah,Frans Soelistijo,2025-03-22 15:39:32.499677,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17780984/,Pengasih,Kulon Progo
Hunian Hemat di Kulon Progo Rumah Seharga 200 Juta,250000000.0,2.0,1.0,1.0,72.0,36.0,Rumah,Frans Soelistijo,2025-03-22 15:39:32.499681,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17780992/,Pengasih,Kulon Progo
Rumah Cluster Sentolo Kulonprogo Dekat Bandara Yia Yogyakarta,275000000.0,2.0,1.0,1.0,71.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan",Nano Jayantaka,2025-03-13 15:39:32.499810,"Sentolo, Kulon Progo",/properti/kulon-progo/hos17123839/,Sentolo,Kulon Progo
Rumah Terjangkau di Kulon Progo Harga Mulai 200 Jutaan,250000000.0,2.0,1.0,1.0,72.0,36.0,Rumah,Nano Jayantaka,2025-03-13 15:39:32.499919,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17771312/,Pengasih,Kulon Progo
Investasi Cerdas Rumah di Kulon Progo 200 Jutaan,250000000.0,2.0,1.0,1.0,72.0,36.0,Rumah,Nano Jayantaka,2025-03-13 15:39:32.499921,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17771310/,Pengasih,Kulon Progo
